NMS Number Block: Number Block,Block Status,CP Name,Non Geo Number Length,Allocation Date
9062 95,Allocated,4D Interactive Ltd,10 digit numbers,03/06/1998
9063 00,Allocated,TalkTalk Communications Limited,10 digit numbers,20/07/2006
9063 01,Allocated,Virgin Media Limited,10 digit numbers,23/05/2002
9063 02,Allocated,BT,10 digit numbers,23/11/1998
9063 03,Allocated,Telecom 10 Ltd,10 digit numbers,25/11/2009
9063 06,Allocated,4D Interactive Ltd,10 digit numbers,03/06/1998
9063 07,Allocated,Eircom (UK) Limited,10 digit numbers,31/01/2000
9063 08,Allocated,Vodafone Ltd (C&W),10 digit numbers,12/09/2013
9063 10,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 11,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 12,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 13,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 14,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 15,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 16,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 17,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 18,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 19,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 20,Quarantined,,10 digit numbers,
9063 21,Allocated,Verizon UK Limited,10 digit numbers,20/05/1998
9063 22,Allocated,Verizon UK Limited,10 digit numbers,20/05/1998
9063 23,Allocated,Verizon UK Limited,10 digit numbers,20/05/1998
9063 24,Quarantined,,10 digit numbers,
9063 25,Allocated,24 Seven Communications Limited,10 digit numbers,13/09/2011
9063 27,Quarantined,,10 digit numbers,
9063 28,Quarantined,,10 digit numbers,
9063 29,Quarantined,,10 digit numbers,
9063 30,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023
9063 31,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023
9063 32,Allocated,GCI Network Solutions Limited,10 digit numbers,02/01/2025
9063 33,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023
9063 34,Allocated,GCI Network Solutions Limited,10 digit numbers,02/01/2025
9063 35,Allocated,GCI Network Solutions Limited,10 digit numbers,02/01/2025
9063 36,Allocated,GCI Network Solutions Limited,10 digit numbers,02/01/2025
9063 37,Allocated,GCI Network Solutions Limited,10 digit numbers,02/01/2025
9063 38,Allocated,GCI Network Solutions Limited,10 digit numbers,02/01/2025
9063 39,Allocated,GCI Network Solutions Limited,10 digit numbers,02/01/2025
9063 40,Allocated,GCI Network Solutions Limited,10 digit numbers,02/01/2025
9063 41,Allocated,Verizon UK Limited,10 digit numbers,22/05/1998
9063 42,Allocated,Six Degrees Technology Group Limited,10 digit numbers,08/04/2020
9063 43,Allocated,TalkTalk Communications Limited,10 digit numbers,29/06/2006
9063 44,Allocated,Vodafone Ltd (C&W),10 digit numbers,12/09/2013
9063 45,Allocated,4D Interactive Ltd,10 digit numbers,24/06/1998
9063 46,Allocated,Telecom 10 Ltd,10 digit numbers,25/11/2009
9063 47,Allocated,24 Seven Communications Limited,10 digit numbers,13/09/2011
9063 48,Allocated,Eircom (UK) Limited,10 digit numbers,31/01/2000
9063 49,Allocated,Vodafone Ltd (C&W),10 digit numbers,28/11/2024
9063 50,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 51,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 52,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 53,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 54,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 55,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 56,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 57,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 58,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 59,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 60,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 61,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 62,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 63,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 64,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 65,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 66,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 67,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 68,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 69,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 70,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 71,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 72,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 73,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 74,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 75,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 76,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 77,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 78,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 79,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 80,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 81,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 82,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 83,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 84,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 85,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 86,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 87,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 88,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 89,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9063 90,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9063 91,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9063 92,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9063 93,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9063 94,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9063 95,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9063 96,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9063 97,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9063 98,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9063 99,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9064 00,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9064 01,Allocated,TalkTalk Communications Limited,10 digit numbers,20/07/2006
9064 02,Allocated,Virgin Media Limited,10 digit numbers,23/05/2002
9064 03,Allocated,TalkTalk Communications Limited,10 digit numbers,15/10/2013
9064 04,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9064 05,Allocated,Virgin Media Limited,10 digit numbers,17/04/1998
9064 06,Allocated,TalkTalk Communications Limited,10 digit numbers,09/10/2003
9064 08,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9064 09,Allocated,Telecoms World Limited,10 digit numbers,16/04/2007
9064 10,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9064 11,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9064 12,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9064 13,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9064 14,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9064 15,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9064 16,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9064 17,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9064 18,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9064 19,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9064 20,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9064 21,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9064 22,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9064 23,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9064 24,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9064 25,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9064 26,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9064 27,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9064 28,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9064 29,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9064 30,Allocated,Nuso Cloud UK Limited,10 digit numbers,30/05/2007
9064 32,Allocated,Visional Media Limited,10 digit numbers,29/10/2024
9064 33,Allocated,Connect Telecom UK Limited,10 digit numbers,27/07/2001
9064 34,Allocated,Eircom (UK) Limited,10 digit numbers,31/01/2000
9064 35,Quarantined,,10 digit numbers,
9064 37,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9064 38,Allocated,Fonix PLC,10 digit numbers,27/09/2011
9064 41,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,30/07/2007
9064 42,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,30/07/2007
9064 44,Allocated,BT,10 digit numbers,31/03/1998
9064 45,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,30/07/2007
9064 47,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,30/07/2007
9064 48,Allocated,Invade International Ltd,10 digit numbers,13/01/2016
9064 49,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,30/07/2007
9064 50,Allocated,Virgin Media Limited,10 digit numbers,23/05/2002
9064 51,Allocated,Assume Nothing Limited,10 digit numbers,07/11/2007
9064 52,Quarantined,,10 digit numbers,
9064 53,Allocated,Eircom (UK) Limited,10 digit numbers,31/01/2000
9064 54,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,30/07/2007
9064 55,Allocated,Nuso Cloud UK Limited,10 digit numbers,07/02/2012
9064 57,Allocated,Media Telecom Ltd,10 digit numbers,24/06/2010
9064 58,Allocated,Media Telecom Ltd,10 digit numbers,24/06/2010
9064 60,Allocated,WAVECREST NETWORKS LIMITED,10 digit numbers,17/12/2019
9064 61,Allocated,WAVECREST NETWORKS LIMITED,10 digit numbers,17/12/2019
9064 62,Allocated,WAVECREST NETWORKS LIMITED,10 digit numbers,17/12/2019
9064 63,Allocated,WAVECREST NETWORKS LIMITED,10 digit numbers,17/12/2019
9064 64,Allocated,WAVECREST NETWORKS LIMITED,10 digit numbers,17/12/2019
9064 65,Allocated,WAVECREST NETWORKS LIMITED,10 digit numbers,17/12/2019
9064 66,Allocated,WAVECREST NETWORKS LIMITED,10 digit numbers,17/12/2019
9064 67,Allocated,WAVECREST NETWORKS LIMITED,10 digit numbers,17/12/2019
9064 68,Allocated,WAVECREST NETWORKS LIMITED,10 digit numbers,17/12/2019
9064 69,Allocated,WAVECREST NETWORKS LIMITED,10 digit numbers,17/12/2019
9064 70,Allocated,BT,10 digit numbers,31/03/1998
9064 71,Allocated,BT,10 digit numbers,31/03/1998
9064 72,Allocated,BT,10 digit numbers,31/03/1998
9064 73,Allocated,BT,10 digit numbers,31/03/1998
9064 74,Allocated,BT,10 digit numbers,31/03/1998
9064 75,Allocated,BT,10 digit numbers,31/03/1998
9064 76,Allocated,BT,10 digit numbers,31/03/1998
9064 77,Allocated,BT,10 digit numbers,31/03/1998
9064 78,Allocated,BT,10 digit numbers,31/03/1998
9064 79,Allocated,BT,10 digit numbers,31/03/1998
9064 80,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9064 81,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9064 82,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9064 83,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9064 84,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9064 85,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9064 86,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9064 87,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9064 88,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9064 89,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9064 90,Allocated,Eircom (UK) Limited,10 digit numbers,31/01/2000
9064 91,Allocated,Tabsoft Limited,10 digit numbers,30/04/2007
9064 95,Allocated,TalkTalk Communications Limited,10 digit numbers,29/06/2006
9064 96,Allocated,Colt Technology Services,10 digit numbers,15/05/2002
9064 99,Allocated,Connect Telecom UK Limited,10 digit numbers,27/07/2001
9065 00,Allocated,BT,10 digit numbers,31/03/1998
9065 01,Allocated,BT,10 digit numbers,31/03/1998
9065 02,Allocated,BT,10 digit numbers,31/03/1998
9065 03,Allocated,Zestel Limited,10 digit numbers,20/02/2013
9065 07,Allocated,Funview Limited,10 digit numbers,10/02/2003
9065 09,Allocated,CFL Communications Ltd,10 digit numbers,28/11/2007
9065 10,Allocated,BT,10 digit numbers,10/10/1997
9065 11,Allocated,BT,10 digit numbers,10/10/1997
9065 12,Allocated,BT,10 digit numbers,10/10/1997
9065 13,Allocated,BT,10 digit numbers,10/10/1997
9065 14,Allocated,Invade International Ltd,10 digit numbers,13/01/2016
9065 15,Allocated,BT,10 digit numbers,10/10/1997
9065 16,Allocated,BT,10 digit numbers,10/10/1997
9065 17,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,08/05/2003
9065 18,Allocated,BT,10 digit numbers,10/10/1997
9065 19,Allocated,CFL Communications Ltd,10 digit numbers,28/11/2007
9065 20,Allocated,BT,10 digit numbers,10/10/1997
9065 22,Allocated,BT,10 digit numbers,10/10/1997
9065 23,Allocated,BT,10 digit numbers,09/04/2003
9065 24,Allocated,CFL Communications Ltd,10 digit numbers,28/11/2007
9065 25,Allocated,Plus Telecom Limited,10 digit numbers,09/03/2007
9065 26,Allocated,BT,10 digit numbers,10/10/1997
9065 27,Allocated,BT,10 digit numbers,10/10/1997
9065 28,Allocated,BT,10 digit numbers,10/10/1997
9065 29,Allocated,Zestel Limited,10 digit numbers,20/02/2013
9065 30,Allocated,BT,10 digit numbers,10/10/1997
9065 31,Allocated,Redcentric Solutions Limited,10 digit numbers,26/05/2016
9065 32,Allocated,CFL Communications Ltd,10 digit numbers,28/11/2007
9065 33,Allocated,BT,10 digit numbers,10/10/1997
9065 34,Allocated,BT,10 digit numbers,10/10/1997
9065 35,Allocated,Media Telecom Ltd,10 digit numbers,24/06/2010
9065 36,Allocated,CFL Communications Ltd,10 digit numbers,28/11/2007
9065 37,Allocated,2 Ergo Limited,10 digit numbers,16/01/2004
9065 38,Allocated,BT,10 digit numbers,10/10/1997
9065 39,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023
9065 40,Allocated,Colt Technology Services,10 digit numbers,31/03/1998
9065 41,Allocated,Colt Technology Services,10 digit numbers,31/03/1998
9065 42,Allocated,Colt Technology Services,10 digit numbers,31/03/1998
9065 43,Allocated,Colt Technology Services,10 digit numbers,31/03/1998
9065 44,Allocated,Colt Technology Services,10 digit numbers,31/03/1998
9065 45,Allocated,Colt Technology Services,10 digit numbers,31/03/1998
9065 46,Allocated,Colt Technology Services,10 digit numbers,31/03/1998
9065 47,Allocated,Colt Technology Services,10 digit numbers,31/03/1998
9065 48,Allocated,Colt Technology Services,10 digit numbers,31/03/1998
9065 49,Allocated,Colt Technology Services,10 digit numbers,31/03/1998
9065 50,Allocated,BT,10 digit numbers,10/10/1997
9065 51,Allocated,BT,10 digit numbers,10/10/1997
9065 52,Allocated,BT,10 digit numbers,10/10/1997
9065 53,Allocated,BT,10 digit numbers,10/10/1997
9065 54,Allocated,BT,10 digit numbers,10/10/1997
9065 55,Allocated,BT,10 digit numbers,10/10/1997
9065 56,Allocated,BT,10 digit numbers,10/10/1997
9065 57,Allocated,BT,10 digit numbers,10/10/1997
9065 58,Allocated,BT,10 digit numbers,10/10/1997
9065 59,Allocated,BT,10 digit numbers,10/10/1997
9065 60,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9065 61,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9065 62,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9065 63,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9065 64,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9065 65,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9065 66,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9065 67,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9065 68,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9065 69,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9065 70,Allocated,TalkTalk Communications Limited,10 digit numbers,09/10/2003
9065 71,Allocated,BT,10 digit numbers,10/10/1997
9065 72,Allocated,C2C Limited,10 digit numbers,09/10/2003
9065 75,Allocated,Nexus Telecommunications Limited,10 digit numbers,12/12/2002
9065 76,Allocated,BT,10 digit numbers,10/10/1997
9065 77,Allocated,BT,10 digit numbers,10/10/1997
9065 78,Allocated,IM Software Ltd,10 digit numbers,01/05/2007
9065 79,Allocated,Reality Network Services Limited,10 digit numbers,30/06/2004
9065 80,Allocated,Jtec UK Limited,10 digit numbers,26/07/2011
9065 81,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9065 82,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9065 84,Allocated,Vodafone Ltd (C&W),10 digit numbers,28/11/2024
9065 85,Allocated,TalkTalk Communications Limited,10 digit numbers,15/10/2013
9065 86,Allocated,TalkTalk Communications Limited,10 digit numbers,09/10/2003
9065 87,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9065 88,Allocated,TelXL Limited,10 digit numbers,16/06/2003
9065 89,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9065 91,Allocated,Magrathea Telecommunications Limited,10 digit numbers,02/06/2003
9065 92,Allocated,Telecom2 Limited,10 digit numbers,14/08/2009
9065 93,Allocated,CFL Communications Ltd,10 digit numbers,28/11/2007
9065 94,Allocated,IV Response Limited,10 digit numbers,11/03/2004
9065 96,Allocated,Assume Nothing Limited,10 digit numbers,07/11/2007
9065 97,Allocated,Icron Network Limited,10 digit numbers,08/08/2006
9065 98,Allocated,TelXL Limited,10 digit numbers,16/06/2003
9065 99,Allocated,BT,10 digit numbers,10/10/1997
9066 00,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023
9066 01,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023
9066 02,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023
9066 03,Allocated,Virgin Media Limited,10 digit numbers,23/05/2002
9066 04,Allocated,WAVECREST NETWORKS LIMITED,10 digit numbers,17/12/2019
9066 05,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023
9066 06,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023
9066 10,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023
9066 11,Allocated,Virgin Media Limited,10 digit numbers,17/04/1998
9066 12,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023
9066 13,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9066 14,Allocated,Verizon UK Limited,10 digit numbers,20/04/1998
9066 15,Allocated,4D Interactive Ltd,10 digit numbers,03/06/1998
9066 16,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023
9066 17,Allocated,Colt Technology Services,10 digit numbers,20/04/1998
9066 18,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023
9066 19,Allocated,TalkTalk Communications Limited,10 digit numbers,20/07/2006
9066 20,Allocated,24 Seven Communications Limited,10 digit numbers,17/03/2008
9066 24,Allocated,MANX TELECOM TRADING LIMITED,10 digit numbers,08/02/2017
9066 28,Allocated,Icron Network Limited,10 digit numbers,08/08/2006
9066 29,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,30/07/2007
9066 32,Allocated,24 Seven Communications Limited,10 digit numbers,13/09/2011
9066 35,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,17/02/2003
9066 36,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023
9066 37,Allocated,Atlas Interactive Group Limited,10 digit numbers,02/09/1999
9066 38,Allocated,Vodafone Ltd (C&W),10 digit numbers,12/09/2013
9066 39,Allocated,WAVECREST NETWORKS LIMITED,10 digit numbers,17/12/2019
9066 40,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9066 41,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9066 42,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9066 43,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9066 44,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9066 45,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9066 46,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9066 47,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9066 48,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9066 49,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9066 50,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9066 51,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9066 52,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9066 53,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9066 54,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9066 55,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9066 56,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9066 57,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9066 58,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9066 59,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9066 60,Allocated,GCI Network Solutions Limited,10 digit numbers,02/01/2025
9066 61,Allocated,Vodafone Ltd (C&W),10 digit numbers,28/11/2024
9066 62,Allocated,Nova Telecom Ltd,10 digit numbers,17/11/2004
9066 64,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,29/10/1999
9066 65,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9066 66,Allocated,Verizon UK Limited,10 digit numbers,10/10/1997
9066 67,Quarantined,,10 digit numbers,
9066 69,Allocated,Adviqo UK Limited,10 digit numbers,12/06/2012
9066 70,Allocated,GCI Network Solutions Limited,10 digit numbers,02/01/2025
9066 71,Allocated,GCI Network Solutions Limited,10 digit numbers,02/01/2025
9066 74,Allocated,Swiftnet Ltd,10 digit numbers,28/06/2006
9066 77,Allocated,GCI Network Solutions Limited,10 digit numbers,02/01/2025
9066 79,Allocated,GCI Network Solutions Limited,10 digit numbers,02/01/2025
9066 80,Allocated,BT,10 digit numbers,31/03/1998
9066 81,Allocated,BT,10 digit numbers,31/03/1998
9066 82,Allocated,BT,10 digit numbers,31/03/1998
9066 83,Allocated,BT,10 digit numbers,31/03/1998
9066 84,Allocated,BT,10 digit numbers,31/03/1998
9066 85,Allocated,BT,10 digit numbers,31/03/1998
9066 86,Allocated,BT,10 digit numbers,31/03/1998
9066 87,Allocated,BT,10 digit numbers,31/03/1998
9066 88,Allocated,BT,10 digit numbers,31/03/1998
9066 89,Allocated,BT,10 digit numbers,31/03/1998
9066 90,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9066 91,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9066 92,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9066 93,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9066 94,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9066 95,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9066 96,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9066 97,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9066 98,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9066 99,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9067 00,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023
9067 01,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023
9067 02,Allocated,WAVECREST NETWORKS LIMITED,10 digit numbers,17/12/2019
9067 03,Allocated,TalkTalk Communications Limited,10 digit numbers,15/10/2013
9067 04,Allocated,Tabsoft Limited,10 digit numbers,01/05/2007
9067 05,Allocated,Invade International Ltd,10 digit numbers,13/01/2016
9067 06,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9067 08,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023
9067 09,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9067 10,Allocated,GCI Network Solutions Limited,10 digit numbers,02/01/2025
9067 11,Allocated,TalkTalk Communications Limited,10 digit numbers,09/10/2003
9067 13,Allocated,Sure (Guernsey) Limited,10 digit numbers,06/08/1999
9067 14,Allocated,Six Degrees Technology Group Limited,10 digit numbers,08/04/2020
9067 15,Allocated,GCI Network Solutions Limited,10 digit numbers,02/01/2025
9067 16,Allocated,Verizon UK Limited,10 digit numbers,12/11/1998
9067 17,Allocated,Virgin Media Limited,10 digit numbers,17/04/1998
9067 18,Allocated,GCI Network Solutions Limited,10 digit numbers,02/01/2025
9067 20,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9067 21,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9067 22,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9067 23,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9067 24,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9067 25,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9067 26,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9067 27,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9067 28,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9067 29,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013
9067 30,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9067 32,Allocated,Colt Technology Services,10 digit numbers,20/04/1998
9067 35,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,30/07/2007
9067 36,Allocated,TalkTalk Communications Limited,10 digit numbers,09/10/2003
9067 37,Allocated,Virgin Media Limited,10 digit numbers,17/04/1998
