NMS Number Block: Number Block,Block Status,CP Name,Non Geo Number Length,Allocation Date
7098 75,Allocated,Numbers Telecom Limited,10 digit numbers,13/01/2016
7098 76,Protected,,10 digit numbers,
7098 77,Allocated,Numbers Telecom Limited,10 digit numbers,13/01/2016
7098 78,Allocated,Digital Select Limited,10 digit numbers,05/03/2013
7098 79,Allocated,Numbers Telecom Limited,10 digit numbers,13/01/2016
7098 80,Protected,,10 digit numbers,
7098 81,Protected,,10 digit numbers,
7098 82,Protected,,10 digit numbers,
7098 83,Protected,,10 digit numbers,
7098 84,Protected,,10 digit numbers,
7098 85,Protected,,10 digit numbers,
7098 86,Protected,,10 digit numbers,
7098 87,Protected,,10 digit numbers,
7098 88,Protected,,10 digit numbers,
7098 89,Protected,,10 digit numbers,
7098 90,Protected,,10 digit numbers,
7098 91,Protected,,10 digit numbers,
7098 92,Protected,,10 digit numbers,
7098 93,Protected,,10 digit numbers,
7098 94,Protected,,10 digit numbers,
7098 95,Protected,,10 digit numbers,
7098 96,Protected,,10 digit numbers,
7098 97,Protected,,10 digit numbers,
7098 98,Protected,,10 digit numbers,
7098 99,Protected,,10 digit numbers,
7099 00,Protected,,10 digit numbers,
7099 01,Protected,,10 digit numbers,
7099 02,Protected,,10 digit numbers,
7099 03,Protected,,10 digit numbers,
7099 04,Protected,,10 digit numbers,
7099 05,Protected,,10 digit numbers,
7099 06,Protected,,10 digit numbers,
7099 07,Protected,,10 digit numbers,
7099 08,Protected,,10 digit numbers,
7099 09,Protected,,10 digit numbers,
7099 1,Protected,,10 digit numbers,
7099 2,Allocated,Sala Trading Ltd,10 digit numbers,10/07/2002
7099 3,Protected,,10 digit numbers,
7099 4,Allocated,Telecom2 Limited,10 digit numbers,17/08/2009
7099 50,Protected,,10 digit numbers,
7099 51,Protected,,10 digit numbers,
7099 52,Protected,,10 digit numbers,
7099 53,Protected,,10 digit numbers,
7099 54,Protected,,10 digit numbers,
7099 55,Protected,,10 digit numbers,
7099 56,Protected,,10 digit numbers,
7099 57,Protected,,10 digit numbers,
7099 58,Protected,,10 digit numbers,
7099 59,Protected,,10 digit numbers,
7099 6,Protected,,10 digit numbers,
7099 7,Protected,,10 digit numbers,
7099 80,Protected,,10 digit numbers,
7099 81,Protected,,10 digit numbers,
7099 82,Protected,,10 digit numbers,
7099 83,Protected,,10 digit numbers,
7099 84,Protected,,10 digit numbers,
7099 85,Protected,,10 digit numbers,
7099 86,Protected,,10 digit numbers,
7099 87,Protected,,10 digit numbers,
7099 88,Protected,,10 digit numbers,
7099 89,Protected,,10 digit numbers,
7099 9,Allocated,24 Seven Communications Limited,10 digit numbers,17/03/2008
7100 0,Protected,,10 digit numbers,
7100 1,Protected,,10 digit numbers,
7100 2,Protected,,10 digit numbers,
7100 3,Protected,,10 digit numbers,
7100 4,Protected,,10 digit numbers,
7100 5,Protected,,10 digit numbers,
7100 6,Protected,,10 digit numbers,
7100 7,Protected,,10 digit numbers,
7100 8,Protected,,10 digit numbers,
7100 9,Protected,,10 digit numbers,
7101 0,Protected,,10 digit numbers,
7101 1,Protected,,10 digit numbers,
7101 2,Protected,,10 digit numbers,
7101 3,Protected,,10 digit numbers,
7101 4,Protected,,10 digit numbers,
7101 5,Protected,,10 digit numbers,
7101 6,Protected,,10 digit numbers,
7101 7,Protected,,10 digit numbers,
7101 8,Protected,,10 digit numbers,
7101 9,Protected,,10 digit numbers,
7102 0,Protected,,10 digit numbers,
7102 1,Protected,,10 digit numbers,
7102 2,Protected,,10 digit numbers,
7102 3,Protected,,10 digit numbers,
7102 4,Protected,,10 digit numbers,
7102 5,Protected,,10 digit numbers,
7102 6,Protected,,10 digit numbers,
7102 7,Protected,,10 digit numbers,
7102 8,Protected,,10 digit numbers,
7102 9,Protected,,10 digit numbers,
7103 0,Protected,,10 digit numbers,
7103 1,Protected,,10 digit numbers,
7103 2,Protected,,10 digit numbers,
7103 3,Protected,,10 digit numbers,
7103 4,Protected,,10 digit numbers,
7103 5,Protected,,10 digit numbers,
7103 6,Protected,,10 digit numbers,
7103 7,Protected,,10 digit numbers,
7103 8,Protected,,10 digit numbers,
7103 9,Protected,,10 digit numbers,
7104,Protected,,10 digit numbers,
7105,Protected,,10 digit numbers,
7106 0,Allocated,Telefonica UK Limited,10 digit numbers,11/02/2013
7106 1,Allocated,Telefonica UK Limited,10 digit numbers,11/02/2013
7106 2,Allocated,Telefonica UK Limited,10 digit numbers,11/02/2013
7106 3,Allocated,Telefonica UK Limited,10 digit numbers,11/02/2013
7106 4,Allocated,Telefonica UK Limited,10 digit numbers,11/02/2013
7106 5,Allocated,Telefonica UK Limited,10 digit numbers,11/02/2013
7106 6,Allocated,Telefonica UK Limited,10 digit numbers,11/02/2013
7106 7,Allocated,Telefonica UK Limited,10 digit numbers,11/02/2013
7106 8,Allocated,Telefonica UK Limited,10 digit numbers,11/02/2013
7106 9,Allocated,Telefonica UK Limited,10 digit numbers,11/02/2013
7107 0,Allocated,Telefonica UK Limited,10 digit numbers,11/02/2013
7107 1,Allocated,Telefonica UK Limited,10 digit numbers,11/02/2013
7107 2,Allocated,Telefonica UK Limited,10 digit numbers,11/02/2013
7107 3,Allocated,Telefonica UK Limited,10 digit numbers,11/02/2013
7107 4,Allocated,Telefonica UK Limited,10 digit numbers,11/02/2013
7107 5,Allocated,Telefonica UK Limited,10 digit numbers,11/02/2013
7107 6,Allocated,Telefonica UK Limited,10 digit numbers,11/02/2013
7107 7,Allocated,Telefonica UK Limited,10 digit numbers,11/02/2013
7107 8,Allocated,Telefonica UK Limited,10 digit numbers,11/02/2013
7107 9,Allocated,Telefonica UK Limited,10 digit numbers,11/02/2013
7108,Protected,,10 digit numbers,
7109,Protected,,10 digit numbers,
7110,Protected,,10 digit numbers,
7111,Protected,,10 digit numbers,
7112,Protected,,10 digit numbers,
7113,Protected,,10 digit numbers,
7114,Protected,,10 digit numbers,
7115,Protected,,10 digit numbers,
7116,Protected,,10 digit numbers,
7117,Protected,,10 digit numbers,
7118,Protected,,10 digit numbers,
7119,Protected,,10 digit numbers,
7120,Protected,,10 digit numbers,
7121,Protected,,10 digit numbers,
7122,Protected,,10 digit numbers,
7123,Protected,,10 digit numbers,
7124,Protected,,10 digit numbers,
7125,Protected,,10 digit numbers,
7126,Protected,,10 digit numbers,
7127,Protected,,10 digit numbers,
7128,Protected,,10 digit numbers,
7129,Protected,,10 digit numbers,
7130,Protected,,10 digit numbers,
7131,Protected,,10 digit numbers,
7132,Protected,,10 digit numbers,
7133,Protected,,10 digit numbers,
7134,Protected,,10 digit numbers,
7135,Protected,,10 digit numbers,
7136,Protected,,10 digit numbers,
7137,Protected,,10 digit numbers,
7138,Protected,,10 digit numbers,
7139,Protected,,10 digit numbers,
7140,Protected,,10 digit numbers,
7141,Protected,,10 digit numbers,
7142,Protected,,10 digit numbers,
7143,Protected,,10 digit numbers,
7144,Protected,,10 digit numbers,
7145,Protected,,10 digit numbers,
7146,Protected,,10 digit numbers,
7147,Protected,,10 digit numbers,
7148,Protected,,10 digit numbers,
7149,Protected,,10 digit numbers,
7150,Protected,,10 digit numbers,
7151,Protected,,10 digit numbers,
7152,Protected,,10 digit numbers,
7153,Protected,,10 digit numbers,
7154,Protected,,10 digit numbers,
7155,Protected,,10 digit numbers,
7156,Protected,,10 digit numbers,
7157,Protected,,10 digit numbers,
7158,Protected,,10 digit numbers,
7159,Protected,,10 digit numbers,
7160,Protected,,10 digit numbers,
7161,Protected,,10 digit numbers,
7162,Protected,,10 digit numbers,
7163,Protected,,10 digit numbers,
7164,Protected,,10 digit numbers,
7165,Protected,,10 digit numbers,
7166,Protected,,10 digit numbers,
7167,Protected,,10 digit numbers,
7168,Protected,,10 digit numbers,
7169,Protected,,10 digit numbers,
7170,Protected,,10 digit numbers,
7171,Protected,,10 digit numbers,
7172,Protected,,10 digit numbers,
7173,Protected,,10 digit numbers,
7174,Protected,,10 digit numbers,
7175,Protected,,10 digit numbers,
7176,Protected,,10 digit numbers,
7177,Protected,,10 digit numbers,
7178,Protected,,10 digit numbers,
7179,Protected,,10 digit numbers,
7180,Protected,,10 digit numbers,
7181,Protected,,10 digit numbers,
7182,Protected,,10 digit numbers,
7183,Protected,,10 digit numbers,
7184,Protected,,10 digit numbers,
7185,Protected,,10 digit numbers,
7186,Protected,,10 digit numbers,
7187,Protected,,10 digit numbers,
7188,Protected,,10 digit numbers,
7189,Protected,,10 digit numbers,
7190,Protected,,10 digit numbers,
7191,Protected,,10 digit numbers,
7192,Protected,,10 digit numbers,
7193,Protected,,10 digit numbers,
7194,Protected,,10 digit numbers,
7195,Protected,,10 digit numbers,
7196,Protected,,10 digit numbers,
7197,Protected,,10 digit numbers,
7198,Protected,,10 digit numbers,
7199,Protected,,10 digit numbers,
7200,Protected,,10 digit numbers,
7201,Protected,,10 digit numbers,
7202,Protected,,10 digit numbers,
7203,Protected,,10 digit numbers,
7204,Protected,,10 digit numbers,
7205,Protected,,10 digit numbers,
7206,Protected,,10 digit numbers,
7207,Protected,,10 digit numbers,
7208,Protected,,10 digit numbers,
7209,Protected,,10 digit numbers,
7210,Protected,,10 digit numbers,
7211,Protected,,10 digit numbers,
7212,Protected,,10 digit numbers,
7213,Protected,,10 digit numbers,
7214,Protected,,10 digit numbers,
7215,Protected,,10 digit numbers,
7216,Protected,,10 digit numbers,
7217,Protected,,10 digit numbers,
7218,Protected,,10 digit numbers,
7219,Protected,,10 digit numbers,
7220,Protected,,10 digit numbers,
7221,Protected,,10 digit numbers,
7222,Protected,,10 digit numbers,
7223,Protected,,10 digit numbers,
7224,Protected,,10 digit numbers,
7225,Protected,,10 digit numbers,
7226,Protected,,10 digit numbers,
7227,Protected,,10 digit numbers,
7228,Protected,,10 digit numbers,
7229,Protected,,10 digit numbers,
7230,Protected,,10 digit numbers,
7231,Protected,,10 digit numbers,
7232,Protected,,10 digit numbers,
7233,Protected,,10 digit numbers,
7234,Protected,,10 digit numbers,
7235,Protected,,10 digit numbers,
7236,Protected,,10 digit numbers,
7237,Protected,,10 digit numbers,
7238,Protected,,10 digit numbers,
7239,Protected,,10 digit numbers,
7240,Protected,,10 digit numbers,
7241,Protected,,10 digit numbers,
7242,Protected,,10 digit numbers,
7243,Protected,,10 digit numbers,
7244,Protected,,10 digit numbers,
7245,Protected,,10 digit numbers,
7246,Protected,,10 digit numbers,
7247,Protected,,10 digit numbers,
7248,Protected,,10 digit numbers,
7249,Protected,,10 digit numbers,
7250,Protected,,10 digit numbers,
7251,Protected,,10 digit numbers,
7252,Protected,,10 digit numbers,
7253,Protected,,10 digit numbers,
7254,Protected,,10 digit numbers,
7255,Protected,,10 digit numbers,
7256,Protected,,10 digit numbers,
7257,Protected,,10 digit numbers,
7258,Protected,,10 digit numbers,
7259,Protected,,10 digit numbers,
7260,Protected,,10 digit numbers,
7261,Protected,,10 digit numbers,
7262,Protected,,10 digit numbers,
7263,Protected,,10 digit numbers,
7264,Protected,,10 digit numbers,
7265,Protected,,10 digit numbers,
7266,Protected,,10 digit numbers,
7267,Protected,,10 digit numbers,
7268,Protected,,10 digit numbers,
7269,Protected,,10 digit numbers,
7270,Protected,,10 digit numbers,
7271,Protected,,10 digit numbers,
7272,Protected,,10 digit numbers,
7273,Protected,,10 digit numbers,
7274,Protected,,10 digit numbers,
7275,Protected,,10 digit numbers,
7276,Protected,,10 digit numbers,
7277,Protected,,10 digit numbers,
7278,Protected,,10 digit numbers,
7279,Protected,,10 digit numbers,
7280,Protected,,10 digit numbers,
7281,Protected,,10 digit numbers,
7282,Protected,,10 digit numbers,
7283,Protected,,10 digit numbers,
7284,Protected,,10 digit numbers,
7285,Protected,,10 digit numbers,
7286,Protected,,10 digit numbers,
7287,Protected,,10 digit numbers,
7288,Protected,,10 digit numbers,
7289,Protected,,10 digit numbers,
7290,Protected,,10 digit numbers,
7291,Protected,,10 digit numbers,
7292,Protected,,10 digit numbers,
7293,Protected,,10 digit numbers,
7294,Protected,,10 digit numbers,
7295,Protected,,10 digit numbers,
7296,Protected,,10 digit numbers,
7297,Protected,,10 digit numbers,
7298,Protected,,10 digit numbers,
7299,Protected,,10 digit numbers,
7300 0,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7300 1,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7300 2,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7300 3,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7300 4,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7300 5,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7300 6,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7300 7,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7300 8,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7300 9,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7301 0,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7301 1,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7301 2,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7301 3,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7301 4,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7301 5,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7301 6,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7301 7,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7301 8,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7301 9,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7302 0,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7302 1,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7302 2,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7302 3,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7302 4,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7302 5,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7302 6,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7302 7,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7302 8,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7302 9,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7303 0,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7303 1,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7303 2,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7303 3,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7303 4,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7303 5,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7303 6,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7303 7,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7303 8,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7303 9,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7304 0,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7304 1,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7304 2,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7304 3,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7304 4,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7304 5,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7304 6,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7304 7,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7304 8,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7304 9,Allocated,EE Limited ( TM),10 digit numbers,30/08/2016
7305 0,Allocated,Virgin Mobile Telecoms Limited,10 digit numbers,17/11/2016
7305 1,Allocated,Virgin Mobile Telecoms Limited,10 digit numbers,17/11/2016
7305 2,Allocated,Virgin Mobile Telecoms Limited,10 digit numbers,17/11/2016
7305 3,Allocated,Virgin Mobile Telecoms Limited,10 digit numbers,17/11/2016
7305 4,Allocated,Virgin Mobile Telecoms Limited,10 digit numbers,17/11/2016
7305 5,Allocated,Virgin Mobile Telecoms Limited,10 digit numbers,17/11/2016
7305 6,Allocated,Virgin Mobile Telecoms Limited,10 digit numbers,17/11/2016
7305 7,Allocated,Virgin Mobile Telecoms Limited,10 digit numbers,17/11/2016
7305 8,Allocated,Virgin Mobile Telecoms Limited,10 digit numbers,17/11/2016
7305 9,Allocated,Virgin Mobile Telecoms Limited,10 digit numbers,17/11/2016
7306 0,Allocated,Virgin Mobile Telecoms Limited,10 digit numbers,17/11/2016
7306 1,Allocated,Virgin Mobile Telecoms Limited,10 digit numbers,17/11/2016
7306 2,Allocated,Virgin Mobile Telecoms Limited,10 digit numbers,17/11/2016
7306 3,Allocated,Virgin Mobile Telecoms Limited,10 digit numbers,17/11/2016
7306 4,Allocated,Virgin Mobile Telecoms Limited,10 digit numbers,17/11/2016
7306 5,Allocated,Virgin Mobile Telecoms Limited,10 digit numbers,17/11/2016
7306 6,Allocated,Virgin Mobile Telecoms Limited,10 digit numbers,17/11/2016
7306 7,Allocated,Virgin Mobile Telecoms Limited,10 digit numbers,17/11/2016
7306 8,Allocated,Virgin Mobile Telecoms Limited,10 digit numbers,17/11/2016
7306 9,Allocated,Virgin Mobile Telecoms Limited,10 digit numbers,17/11/2016
7307 0,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7307 1,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7307 2,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7307 3,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7307 4,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7307 5,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7307 6,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7307 7,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7307 8,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7307 9,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7308 0,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7308 1,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7308 2,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7308 3,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7308 4,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7308 5,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7308 6,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7308 7,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7308 8,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7308 9,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7309 0,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7309 1,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7309 2,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7309 3,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7309 4,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7309 5,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7309 6,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7309 7,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7309 8,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7309 9,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7310 0,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7310 1,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7310 2,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7310 3,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7310 4,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7310 5,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7310 6,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7310 7,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7310 8,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7310 9,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7311 0,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7311 1,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7311 2,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7311 3,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7311 4,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7311 5,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7311 6,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7311 7,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7311 8,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7311 9,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7312 0,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7312 1,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7312 2,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7312 3,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7312 4,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7312 5,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7312 6,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7312 7,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7312 8,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7312 9,Allocated,Hutchison 3G UK Ltd,10 digit numbers,15/12/2017
7313,Protected,,10 digit numbers,
7314,Protected,,10 digit numbers,
7315,Protected,,10 digit numbers,
7316,Protected,,10 digit numbers,
7317,Protected,,10 digit numbers,
7318,Protected,,10 digit numbers,
7319,Protected,,10 digit numbers,
7320,Protected,,10 digit numbers,
7321,Protected,,10 digit numbers,
7322,Protected,,10 digit numbers,
7323,Protected,,10 digit numbers,
7324,Protected,,10 digit numbers,
7325,Protected,,10 digit numbers,
7326,Protected,,10 digit numbers,
7327,Protected,,10 digit numbers,
7328,Protected,,10 digit numbers,
7329,Protected,,10 digit numbers,
7330,Protected,,10 digit numbers,
7331,Protected,,10 digit numbers,
7332,Protected,,10 digit numbers,
7333,Protected,,10 digit numbers,
7334,Protected,,10 digit numbers,
7335,Protected,,10 digit numbers,
7336,Protected,,10 digit numbers,
7337 0,Allocated,Vodafone Limited,10 digit numbers,15/05/2025
7337 1,Allocated,Vodafone Limited,10 digit numbers,15/05/2025
7337 2,Allocated,Vodafone Limited,10 digit numbers,15/05/2025
7337 3,Allocated,Vodafone Limited,10 digit numbers,15/05/2025
7337 4,Allocated,Vodafone Limited,10 digit numbers,15/05/2025
7337 5,Allocated,Vodafone Limited,10 digit numbers,15/05/2025
7337 6,Allocated,Vodafone Limited,10 digit numbers,15/05/2025
7337 7,Allocated,Vodafone Limited,10 digit numbers,15/05/2025
7337 8,Allocated,Vodafone Limited,10 digit numbers,15/05/2025
7337 9,Allocated,Vodafone Limited,10 digit numbers,15/05/2025
7338 0,Allocated,Vodafone Limited,10 digit numbers,15/05/2025
7338 1,Allocated,Vodafone Limited,10 digit numbers,15/05/2025
7338 2,Allocated,Vodafone Limited,10 digit numbers,15/05/2025
7338 3,Allocated,Vodafone Limited,10 digit numbers,15/05/2025
7338 4,Allocated,Vodafone Limited,10 digit numbers,15/05/2025
7338 5,Allocated,Vodafone Limited,10 digit numbers,15/05/2025
7338 6,Allocated,Vodafone Limited,10 digit numbers,15/05/2025
7338 7,Allocated,Vodafone Limited,10 digit numbers,15/05/2025
7338 8,Allocated,Vodafone Limited,10 digit numbers,15/05/2025
7338 9,Allocated,Vodafone Limited,10 digit numbers,15/05/2025
7339 0,Allocated,Vodafone Limited,10 digit numbers,15/05/2025
7339 1,Allocated,Vodafone Limited,10 digit numbers,15/05/2025
7339 2,Allocated,Vodafone Limited,10 digit numbers,15/05/2025
7339 3,Allocated,Vodafone Limited,10 digit numbers,15/05/2025
7339 4,Allocated,Vodafone Limited,10 digit numbers,15/05/2025
7339 5,Allocated,Vodafone Limited,10 digit numbers,15/05/2025
7339 6,Allocated,Vodafone Limited,10 digit numbers,15/05/2025
7339 7,Allocated,Vodafone Limited,10 digit numbers,15/05/2025
7339 8,Allocated,Vodafone Limited,10 digit numbers,15/05/2025
7339 9,Allocated,Vodafone Limited,10 digit numbers,15/05/2025
7340 0,Allocated,Vodafone Limited,10 digit numbers,20/11/2014
7340 1,Allocated,Vodafone Limited,10 digit numbers,20/11/2014
7340 2,Allocated,Vodafone Limited,10 digit numbers,20/11/2014
7340 3,Allocated,Vodafone Limited,10 digit numbers,20/11/2014
7340 4,Allocated,Vodafone Limited,10 digit numbers,20/11/2014
7340 5,Allocated,Vodafone Limited,10 digit numbers,20/11/2014
7340 6,Allocated,Vodafone Limited,10 digit numbers,20/11/2014
7340 7,Allocated,Vodafone Limited,10 digit numbers,20/11/2014
7340 8,Allocated,Vodafone Limited,10 digit numbers,20/11/2014
7340 9,Allocated,Vodafone Limited,10 digit numbers,20/11/2014
7341 0,Allocated,Vodafone Limited,10 digit numbers,20/11/2014
7341 1,Allocated,Vodafone Limited,10 digit numbers,20/11/2014
7341 2,Allocated,Vodafone Limited,10 digit numbers,20/11/2014
7341 3,Allocated,Vodafone Limited,10 digit numbers,20/11/2014
7341 4,Allocated,Vodafone Limited,10 digit numbers,20/11/2014
7341 5,Allocated,Vodafone Limited,10 digit numbers,20/11/2014
7341 6,Allocated,Vodafone Limited,10 digit numbers,20/11/2014
7341 7,Allocated,Vodafone Limited,10 digit numbers,20/11/2014
7341 8,Allocated,Vodafone Limited,10 digit numbers,20/11/2014
7341 9,Allocated,Vodafone Limited,10 digit numbers,20/11/2014
7342 0,Allocated,Vodafone Limited,10 digit numbers,20/11/2014
7342 1,Allocated,Vodafone Limited,10 digit numbers,20/11/2014
7342 2,Allocated,Vodafone Limited,10 digit numbers,20/11/2014
7342 3,Allocated,Vodafone Limited,10 digit numbers,20/11/2014
7342 4,Allocated,Vodafone Limited,10 digit numbers,20/11/2014
7342 5,Allocated,Vodafone Limited,10 digit numbers,20/11/2014
7342 6,Allocated,Vodafone Limited,10 digit numbers,20/11/2014
7342 7,Allocated,Vodafone Limited,10 digit numbers,20/11/2014
7342 8,Allocated,Vodafone Limited,10 digit numbers,20/11/2014
7342 9,Allocated,Vodafone Limited,10 digit numbers,20/11/2014
7343 0,Allocated,LEBARA MOBILE LIMITED,10 digit numbers,31/05/2023
7343 1,Allocated,LEBARA MOBILE LIMITED,10 digit numbers,31/05/2023
7343 2,Allocated,LEBARA MOBILE LIMITED,10 digit numbers,31/05/2023
7343 3,Allocated,LEBARA MOBILE LIMITED,10 digit numbers,31/05/2023
7343 4,Allocated,LEBARA MOBILE LIMITED,10 digit numbers,31/05/2023
7343 5,Allocated,LEBARA MOBILE LIMITED,10 digit numbers,31/05/2023
7343 6,Allocated,LEBARA MOBILE LIMITED,10 digit numbers,31/05/2023
7343 7,Allocated,LEBARA MOBILE LIMITED,10 digit numbers,31/05/2023
7343 8,Allocated,LEBARA MOBILE LIMITED,10 digit numbers,31/05/2023
7343 9,Allocated,LEBARA MOBILE LIMITED,10 digit numbers,31/05/2023
7344 0,Allocated,Vodafone Limited,10 digit numbers,14/10/2024
