NMS Number Block: Number Block,Block Status,CP Name,Non Geo Number Length,Allocation Date
7701 8,Allocated,Telefonica UK Limited,10 digit numbers,28/09/1998
7701 9,Allocated,Telefonica UK Limited,10 digit numbers,28/09/1998
7702 0,Allocated,Telefonica UK Limited,10 digit numbers,28/09/1998
7702 1,Allocated,Telefonica UK Limited,10 digit numbers,28/09/1998
7702 2,Allocated,Telefonica UK Limited,10 digit numbers,28/09/1998
7702 3,Allocated,Telefonica UK Limited,10 digit numbers,28/09/1998
7702 4,Allocated,Telefonica UK Limited,10 digit numbers,28/09/1998
7702 5,Allocated,Telefonica UK Limited,10 digit numbers,28/09/1998
7702 6,Allocated,Telefonica UK Limited,10 digit numbers,28/09/1998
7702 7,Allocated,Telefonica UK Limited,10 digit numbers,28/09/1998
7702 8,Allocated,Telefonica UK Limited,10 digit numbers,28/09/1998
7702 9,Allocated,Telefonica UK Limited,10 digit numbers,28/09/1998
7703 0,Allocated,Telefonica UK Limited,10 digit numbers,15/12/1997
7703 1,Allocated,Telefonica UK Limited,10 digit numbers,15/12/1997
7703 2,Allocated,Telefonica UK Limited,10 digit numbers,15/12/1997
7703 3,Allocated,Telefonica UK Limited,10 digit numbers,15/12/1997
7703 4,Allocated,Telefonica UK Limited,10 digit numbers,15/12/1997
7703 5,Allocated,Telefonica UK Limited,10 digit numbers,15/12/1997
7703 6,Allocated,Telefonica UK Limited,10 digit numbers,15/12/1997
7703 7,Allocated,Telefonica UK Limited,10 digit numbers,15/12/1997
