NMS Number Block: Number Block,Block Status,CP Name,Geographic Number Length,Allocation Date,Notes
1276 94 4,Allocated,Barritel Limited,4+6,23/12/2022,
1276 94 5,Allocated,IOVOX Limited,4+6,23/12/2016,
1276 94 6,Allocated,Numbergroup Utilities Ltd,4+6,18/11/2010,
1276 94 7,Allocated,Hello Telecom (UK) Limited,4+6,01/06/2011,
1276 94 8,Allocated,Orbtalk Limited,4+6,08/09/2011,
1276 94 9,Allocated,Windsor Telecom Limited,4+6,18/11/2010,
1276 95 0,Protected,,4+6,,
1276 95 1,Protected,,4+6,,
1276 95 2,Protected,,4+6,,
1276 95 3,Protected,,4+6,,
1276 95 4,Protected,,4+6,,
1276 95 5,Protected,,4+6,,
1276 95 6,Protected,,4+6,,
1276 95 7,Protected,,4+6,,
1276 95 8,Protected,,4+6,,
1276 95 9,Protected,,4+6,,
1276 96 0,Protected,,4+6,,
1276 96 1,Protected,,4+6,,
1276 96 2,Protected,,4+6,,
1276 96 3,Protected,,4+6,,
1276 96 4,Protected,,4+6,,
1276 96 5,Protected,,4+6,,
1276 96 6,Protected,,4+6,,
1276 96 7,Protected,,4+6,,
1276 96 8,Protected,,4+6,,
1276 96 9,Protected,,4+6,,
1276 97 0,Protected,,4+6,,
1276 97 1,Protected,,4+6,,
1276 97 2,Protected,,4+6,,
1276 97 3,Protected,,4+6,,
1276 97 4,Protected,,4+6,,
1276 97 5,Protected,,4+6,,
1276 97 6,Protected,,4+6,,
1276 97 7,Protected,,4+6,,
1276 97 8,Protected,,4+6,,
1276 97 9,Protected,,4+6,,
1276 98 0,Allocated,IOVOX Limited,4+6,02/07/2012,
1276 98 1,Allocated,Media Hawk Ltd,4+6,10/04/2013,
1276 98 2,Allocated,DIDWW Ireland Limited,4+6,18/01/2019,
1276 98 3,Allocated,Gamma Telecom Holdings Limited,4+6,22/01/2019,
1276 98 4,Allocated,Gamma Telecom Holdings Limited,4+6,24/03/2020,
1276 98 5,Allocated,Number Services Ltd.,4+6,22/11/2018,
1276 98 6,Allocated,Gamma Telecom Holdings Limited,4+6,20/03/2017,
1276 98 7,Allocated,I.T Communications Limited,4+6,26/10/2016,
1276 98 8,Allocated,Numbergroup Utilities Ltd,4+6,29/04/2019,
1276 98 9,Quarantined,,4+6,,
1276 99,Protected,,4+6,,
1277 00,Protected,,(0)+10,,
1277 01,Protected,,(0)+10,,
1277 02,Protected,,(0)+10,,
1277 03,Protected,,(0)+10,,
1277 04,Protected,,(0)+10,,
1277 05,Protected,,(0)+10,,
1277 06,Protected,,(0)+10,,
1277 07,Protected,,(0)+10,,
1277 08,Protected,,(0)+10,,
1277 09,Protected,,(0)+10,,
1277 10,Protected,,(0)+10,,
1277 11,Protected,,(0)+10,,
1277 12,Protected,,(0)+10,,
1277 13,Protected,,(0)+10,,
1277 14,Protected,,(0)+10,,
1277 15,Protected,,(0)+10,,
1277 16,Protected,,(0)+10,,
1277 17,Protected,,(0)+10,,
1277 18,Protected,,(0)+10,,
1277 19,Protected,,(0)+10,,
1277 20,Allocated,BT,4+6,15/07/1994,
1277 21,Allocated,BT,4+6,15/07/1994,
1277 22,Allocated,BT,4+6,15/07/1994,
1277 23,Allocated,BT,4+6,15/07/1994,
1277 24,Allocated,BT,4+6,15/07/1994,
1277 25,Allocated,BT,4+6,15/07/1994,
1277 26,Allocated,BT,4+6,15/07/1994,
1277 27,Protected,,4+6,,
1277 28,Allocated,Gamma Telecom Holdings Limited,4+6,05/04/2004,
1277 29 0,Allocated,Linear Telecoms Limited,4+6,07/10/2010,
1277 29 1,Allocated,Internexus Networks Limited,4+6,21/11/2011,
1277 29 2,Protected,,4+6,,
1277 29 3,Allocated,Bicom Systems EURL,4+6,01/03/2012,
1277 29 4,Allocated,API Telecom Limited,4+6,26/03/2012,
1277 29 5,Allocated,TalkTalk Communications Limited,4+6,04/04/2012,
1277 29 6,Allocated,ICC Networks Ltd,4+6,13/04/2012,
1277 29 7,Allocated,Ziron Limited,4+6,30/07/2012,
1277 29 8,Allocated,IOVOX Limited,4+6,02/07/2012,
1277 29 9,Allocated,Numbergroup Utilities Ltd,4+6,29/04/2019,
1277 30,Allocated,BT,4+6,15/07/1994,
1277 31,Allocated,BT,4+6,02/03/1999,
1277 32,Allocated,BT,4+6,27/08/1998,
1277 33 0,Allocated,Virgin Media Limited,4+6,28/06/2012,
1277 33 1,Allocated,Virgin Media Limited,4+6,28/06/2012,
1277 33 2,Allocated,Virgin Media Limited,4+6,28/06/2012,
1277 33 3,Allocated,Virgin Media Limited,4+6,28/06/2012,
1277 33 4,Allocated,Virgin Media Limited,4+6,28/06/2012,
1277 33 5,Allocated,Virgin Media Limited,4+6,28/06/2012,
1277 33 6,Allocated,Virgin Media Limited,4+6,28/06/2012,
1277 33 7,Protected,,4+6,,
1277 33 8,Protected,,4+6,,
1277 33 9,Allocated,Virgin Media Limited,4+6,28/06/2012,
1277 34,Protected,,4+6,,
1277 35,Allocated,BT,4+6,15/07/1994,
1277 36,Allocated,BT,4+6,15/07/1994,
1277 37,Allocated,BT,4+6,15/07/1994,
1277 38,Allocated,TGL Services (UK) Ltd,4+6,02/02/2015,
1277 39 0,Allocated,GTT-EMEA LTD,4+6,14/10/2021,
1277 39 1,Protected,,4+6,,
1277 39 2,Protected,,4+6,,
1277 39 3,Protected,,4+6,,
1277 39 4,Protected,,4+6,,
1277 39 5,Protected,,4+6,,
1277 39 6,Protected,,4+6,,
1277 39 7,Protected,,4+6,,
1277 39 8,Protected,,4+6,,
1277 39 9,Protected,,4+6,,
1277 40,Allocated,Simwood eSMS Limited,4+6,19/07/2006,
1277 41,Allocated,Sky UK Limited,4+6,28/06/2013,
1277 42,Allocated,AQL Wholesale Ltd,4+6,21/06/2006,
1277 43 0,Protected,,4+6,,
1277 43 1,Protected,,4+6,,
1277 43 2,Protected,,4+6,,
1277 43 3,Protected,,4+6,,
1277 43 4,Protected,,4+6,,
1277 43 5,Protected,,4+6,,
1277 43 6,Protected,,4+6,,
1277 43 7,Protected,,4+6,,
1277 43 8,Protected,,4+6,,
1277 43 9,Protected,,4+6,,
1277 44 0,Protected,,4+6,,
1277 44 1,Protected,,4+6,,
1277 44 2,Protected,,4+6,,
1277 44 3,Protected,,4+6,,
1277 44 4,Protected,,4+6,,
1277 44 5,Protected,,4+6,,
1277 44 6,Protected,,4+6,,
1277 44 7,Protected,,4+6,,
1277 44 8,Protected,,4+6,,
1277 44 9,Protected,,4+6,,
1277 45,Allocated,TelNG Limited,4+6,26/02/2007,
1277 46,Allocated,Commi Holdings Limited,4+6,21/11/2016,
1277 47,Protected,,4+6,,
1277 48 0,Protected,,4+6,,
1277 48 1,Protected,,4+6,,
1277 48 2,Protected,,4+6,,
1277 48 3,Protected,,4+6,,
1277 48 4,Protected,,4+6,,
1277 48 5,Protected,,4+6,,
1277 48 6,Protected,,4+6,,
1277 48 7,Allocated,Spitfire Network Services Limited,4+6,09/11/2011,
1277 48 8,Protected,,4+6,,
1277 48 9,Protected,,4+6,,
1277 49 0,Allocated,Resilient Limited,4+6,18/05/2012,
1277 49 1,Allocated,Resilient Limited,4+6,18/05/2012,
1277 49 2,Protected,,4+6,,
1277 49 3,Protected,,4+6,,
1277 49 4,Protected,,4+6,,
1277 49 5,Protected,,4+6,,
1277 49 6,Protected,,4+6,,
1277 49 7,Protected,,4+6,,
1277 49 8,Protected,,4+6,,
1277 49 9,Allocated,Resilient Limited,4+6,18/05/2012,
1277 50 0,Allocated,TalkTalk Communications Limited,4+6,16/05/2007,
1277 50 1,Protected,,4+6,,
1277 50 2,Allocated,Localphone Limited,4+6,22/05/2007,
1277 50 3,Allocated,Voiceflex Limited,4+6,24/07/2007,
1277 50 4,Allocated,Orange Business Holdings UK Limited,4+6,26/02/2013,
1277 50 5,Allocated,(AQ) LIMITED,4+6,19/10/2011,
1277 50 6,Allocated,VoIP-Un Limited,4+6,26/10/2007,
1277 50 7,Allocated,Digital Space Group Limited,4+6,29/11/2007,
1277 50 8,Allocated,GCI Network Solutions Limited,4+6,20/12/2023,
1277 50 9,Allocated,Voxbone SA,4+6,17/12/2007,
1277 51 0,Allocated,Telecom2 Limited,4+6,10/09/2009,
1277 51 1,Allocated,Net-Work Internet Ltd,4+6,28/01/2008,
1277 51 2,Allocated,Redcentric Solutions Limited,4+6,05/06/2015,
1277 51 3,Allocated,Nodemax Limited,4+6,08/07/2008,
1277 51 4,Allocated,TalkTalk Communications Limited,4+6,13/02/2013,
1277 51 5,Allocated,Solutios Limited,4+6,03/09/2008,
1277 51 6,Protected,,4+6,,
1277 51 7,Allocated,Barritel Limited,4+6,08/10/2008,
1277 51 8,Protected,,4+6,,
1277 51 9,Allocated,IPV6 Limited,4+6,29/01/2009,
1277 52 0,Protected,,4+6,,
1277 52 1,Allocated,Mars Communications Limited,4+6,03/02/2009,
1277 52 2,Allocated,Digital Space Group Limited,4+6,15/03/2016,
1277 52 3,Allocated,Inet Telecoms Ltd (Voipfone),4+6,27/02/2009,
1277 52 4,Allocated,Andrews & Arnold (Numbers) Ltd,4+6,27/02/2009,
1277 52 5,Allocated,TalkTalk Communications Limited,4+6,03/03/2009,
1277 52 6,Allocated,Telecoms World Limited,4+6,12/03/2009,
1277 52 7,Protected,,4+6,,
1277 52 8,Allocated,Invade International Ltd,4+6,12/01/2016,
1277 52 9,Allocated,Vectone Mobile Limited,4+6,06/07/2009,
1277 53 0,Allocated,CFL Communications Ltd,4+6,08/07/2009,
1277 53 1,Allocated,TeleWare Group Limited,4+6,20/08/2009,
1277 53 2,Allocated,Vonage Business Limited,4+6,14/04/2023,
1277 53 3,Protected,,4+6,,
1277 53 4,Allocated,Nexus Telecommunications Limited,4+6,25/09/2009,
1277 53 5,Protected,,4+6,,
1277 53 6,Allocated,WightFibre Limited,4+6,07/01/2010,
1277 53 7,Allocated,Nuso Cloud UK Limited,4+6,15/01/2010,
1277 53 8,Protected,,4+6,,
1277 53 9,Allocated,Atomstream Limited,4+6,25/02/2010,
1277 54 0,Protected,,4+6,,
1277 54 1,Allocated,Digitech Solutions Global Limited,4+6,28/04/2010,
1277 54 2,Allocated,Barritel Limited,4+6,23/12/2022,
1277 54 3,Allocated,Core Telecom Limited,4+6,06/08/2010,
1277 54 4,Allocated,Suretec Systems Ltd,4+6,04/05/2010,
1277 54 5,Allocated,Windsor Telecom Limited,4+6,20/07/2010,
1277 54 6,Allocated,VoiceHost Limited,4+6,27/08/2010,
1277 54 7,Protected,,4+6,,
1277 54 8,Allocated,Numbergroup Utilities Ltd,4+6,03/12/2010,
1277 54 9,Allocated,Buzz Networks Limited,4+6,01/03/2010,
1277 55 0,Allocated,Phone Co-Op Numbering Limited,4+6,16/12/2010,
1277 55 1,Allocated,Invosys Limited,4+6,09/07/2012,
1277 55 2,Allocated,Orbtalk Limited,4+6,13/09/2011,
1277 55 3,Allocated,Hello Telecom (UK) Limited,4+6,01/06/2011,
1277 55 4,Allocated,Invoco Ltd,4+6,20/09/2011,
1277 55 5,Allocated,INTELLIGENT EXCHANGES LIMITED,4+6,26/01/2026,
1277 55 6,Protected,,4+6,,
1277 55 7,Allocated,Nexbridge Communications Limited,4+6,06/03/2012,
1277 55 8,Protected,,4+6,,
1277 55 9,Allocated,Minotaur Telecom Limited,4+6,01/02/2013,
1277 56 0,Allocated,TalkTalk Communications Limited,4+6,19/02/2013,
1277 56 1,Allocated,Media Hawk Ltd,4+6,10/04/2013,
1277 56 2,Allocated,Kalnet4U Ltd,4+6,10/05/2013,
1277 56 3,Allocated,BT,4+6,07/11/2013,
1277 56 4,Allocated,Liquid 11 Limited,4+6,13/06/2013,
1277 56 5,Allocated,Fuse 2 Communications Ltd,4+6,22/01/2024,
1277 56 6,Quarantined,,4+6,,
1277 56 7,Allocated,Content Guru Limited,4+6,12/10/2012,
1277 56 8,Allocated,Colt Technology Services,4+6,12/09/2013,
1277 56 9,Allocated,XoverX Ltd,4+6,30/04/2013,
1277 57 0,Allocated,I.T Communications Limited,4+6,19/05/2015,
1277 57 1,Allocated,M247 Ltd,4+6,29/05/2015,
1277 57 2,Allocated,YayYay Limited,4+6,23/04/2015,
1277 57 3,Protected,,4+6,,
1277 57 4,Allocated,Alnitak GmbH,4+6,06/01/2017,
1277 57 5,Allocated,GCI Network Solutions Limited,4+6,20/12/2023,
1277 57 6,Allocated,IOVOX Limited,4+6,23/12/2016,
1277 57 7,Allocated,Redwood Technologies Ltd,4+6,15/11/2018,
1277 57 8,Allocated,Entanet International Ltd,4+6,12/12/2017,
1277 57 9,Protected,,4+6,,
1277 58 0,Protected,,4+6,,
1277 58 1,Allocated,Number Services Ltd.,4+6,22/11/2018,
1277 58 2,Allocated,Colt Technology Services,4+6,11/05/2017,
1277 58 3,Allocated,BT,4+6,26/03/2019,
1277 58 4,Allocated,Gamma Telecom Holdings Limited,4+6,17/12/2018,
1277 58 5,Allocated,Adepteo Limited,4+6,17/01/2017,
1277 58 6,Allocated,BT,4+6,06/02/2024,
1277 58 7,Allocated,Truespeed Communications Ltd,4+6,03/06/2025,
1277 58 8,Allocated,Gamma Telecom Holdings Limited,4+6,09/07/2025,
1277 58 9,Free,,4+6,,
1277 59 0,Allocated,Zapappi Ltd,4+6,05/01/2018,
1277 59 1,Allocated,Barritel Limited,4+6,02/09/2022,
1277 59 2,Allocated,Sky UK Limited,4+6,14/06/2019,
1277 59 3,Allocated,Dial 9 Communications Limited,4+6,09/12/2019,
1277 59 4,Protected,,4+6,,
1277 59 5,Allocated,IP Voice Networks Ltd,4+6,20/09/2017,
1277 59 6,Allocated,Belgacom International Carrier Services SA,4+6,03/10/2019,
1277 59 7,Allocated,Fuse 2 Communications Ltd,4+6,04/07/2017,
1277 59 8,Allocated,Gamma Telecom Holdings Limited,4+6,18/07/2019,
1277 59 9,Allocated,EVE CONNECT LTD,4+6,25/05/2022,
1277 60,Allocated,Nationwide Telephone Assistance Ltd,4+6,02/09/2005,
1277 61,Allocated,Flextel Limited,4+6,20/10/2005,
1277 62,Allocated,BT,4+6,15/07/1994,
1277 63,Allocated,BT,4+6,15/07/1994,
1277 64,Protected,,4+6,,
1277 65,Allocated,BT,4+6,15/07/1994,
1277 66 0,Allocated,Lumen Technologies UK Limited,4+6,17/01/2012,
1277 66 1,Protected,,4+6,,
1277 66 2,Protected,,4+6,,
1277 66 3,Allocated,Lumen Technologies UK Limited,4+6,17/01/2012,
1277 66 4,Protected,,4+6,,
1277 66 5,Protected,,4+6,,
1277 66 6,Protected,,4+6,,
1277 66 7,Protected,,4+6,,
1277 66 8,Protected,,4+6,,
1277 66 9,Allocated,Lumen Technologies UK Limited,4+6,17/01/2012,
1277 67 0,Allocated,VOXYONDER NETWORK SERVICES UK LTD,4+6,10/09/2020,
1277 67 1,Allocated,BT,4+6,30/03/2020,
1277 67 2,Allocated,Mi Telecom Limited,4+6,03/07/2020,
1277 67 3,Allocated,Sky UK Limited,4+6,22/12/2020,
1277 67 4,Allocated,Twilio Ireland Limited,4+6,13/10/2020,
1277 67 5,Allocated,ICUK Computing Services Limited,4+6,05/06/2020,
1277 67 6,Allocated,Gamma Telecom Holdings Limited,4+6,13/02/2020,
1277 67 7,Allocated,SiPalto Ltd,4+6,17/06/2020,
1277 67 8,Allocated,GCI Network Solutions Limited,4+6,20/12/2023,
1277 67 9,Allocated,DIDWW Ireland Limited,4+6,29/06/2020,
1277 68,Allocated,TGL Services (UK) Ltd,4+6,02/02/2015,
1277 69,Allocated,BT,4+6,15/07/1994,
1277 70 0,Allocated,Six Degrees Technology Group Limited,4+6,13/01/2020,
1277 70 1,Protected,,4+6,,
1277 70 2,Protected,,4+6,,
1277 70 3,Protected,,4+6,,
1277 70 4,Allocated,Six Degrees Technology Group Limited,4+6,13/01/2020,
1277 70 5,Protected,,4+6,,
1277 70 6,Protected,,4+6,,
1277 70 7,Protected,,4+6,,
1277 70 8,Protected,,4+6,,
1277 70 9,Protected,,4+6,,
1277 71 0,Allocated,Lanonyx Telecom Limited,4+6,10/08/2021,
1277 71 1,Allocated,BT,4+6,27/04/2021,
1277 71 2,Allocated,NFON UK Ltd,4+6,09/03/2022,
1277 71 3,Allocated,Gamma Telecom Holdings Limited,4+6,30/06/2022,
1277 71 4,Allocated,Gamma Telecom Holdings Limited,4+6,08/02/2021,
1277 71 5,Allocated,BT,4+6,30/06/2022,
1277 71 6,Allocated,Colt Technology Services,4+6,28/06/2021,
1277 71 7,Allocated,Colt Technology Services,4+6,22/04/2021,
1277 71 8,Allocated,KCOM Group Ltd,4+6,08/09/2022,
1277 71 9,Allocated,Sky UK Limited,4+6,27/10/2022,
1277 72,Allocated,Vodafone Ltd (C&W),4+6,24/07/2013,
1277 73,Allocated,Served Up Limited,4+6,09/05/2008,
1277 74,Allocated,Citrus Telecommunications Ltd,4+6,11/04/2006,
1277 75,Allocated,Virgin Media Limited,4+6,17/03/2016,
1277 76 0,Allocated,Vodafone Ltd (C&W),4+6,10/11/2021,
1277 76 1,Allocated,Vodafone Ltd (C&W),4+6,10/11/2021,
1277 76 2,Allocated,Vodafone Ltd (C&W),4+6,10/11/2021,
1277 76 3,Allocated,Vodafone Ltd (C&W),4+6,10/11/2021,
1277 76 4,Protected,,4+6,,
1277 76 5,Protected,,4+6,,
1277 76 6,Protected,,4+6,,
1277 76 7,Protected,,4+6,,
1277 76 8,Allocated,Vodafone Ltd (C&W),4+6,10/11/2021,
1277 76 9,Allocated,Vodafone Ltd (C&W),4+6,10/11/2021,
1277 77,Allocated,Cloud9 Communications Limited,4+6,23/04/2010,
1277 78 0,Allocated,DRD Communications Limited,4+6,05/10/2023,
1277 78 1,Allocated,DRD Communications Limited,4+6,05/10/2023,
1277 78 2,Protected,,4+6,,
1277 78 3,Allocated,Media Hawk Ltd,4+6,24/04/2023,
1277 78 4,Free,,4+6,,
1277 78 5,Protected,,4+6,,
1277 78 6,Free,,4+6,,
1277 78 7,Free,,4+6,,
1277 78 8,Allocated,Bink Networks Ltd,4+6,27/03/2023,
1277 78 9,Free,,4+6,,
1277 79,Allocated,GCI Network Solutions Limited,4+6,20/04/2017,
1277 80,Allocated,TTNC Limited,4+6,11/11/2013,
1277 81,Allocated,BT,4+6,15/07/1994,
1277 82,Allocated,BT,4+6,15/07/1994,
1277 83 0,Protected,,4+6,,
1277 83 1,Protected,,4+6,,
1277 83 2,Protected,,4+6,,
1277 83 3,Allocated,Digital Space Group Limited,4+6,12/04/2016,
1277 83 4,Protected,,4+6,,
1277 83 5,Protected,,4+6,,
1277 83 6,Protected,,4+6,,
1277 83 7,Protected,,4+6,,
1277 83 8,Protected,,4+6,,
1277 83 9,Protected,,4+6,,
1277 84,Allocated,BT,4+6,15/07/1994,
1277 85 0,Allocated,Vodafone Ltd (C&W),4+6,24/07/2013,
1277 85 1,Allocated,Vodafone Ltd (C&W),4+6,24/07/2013,
1277 85 2,Allocated,Vodafone Ltd (C&W),4+6,25/07/2013,
1277 85 3,Allocated,Vodafone Ltd (C&W),4+6,25/07/2013,
1277 85 4,Allocated,Vodafone Ltd (C&W),4+6,25/07/2013,
1277 85 5,Allocated,Vodafone Ltd (C&W),4+6,25/07/2013,
1277 85 6,Protected,,4+6,,
1277 85 7,Protected,,4+6,,
1277 85 8,Protected,,4+6,,
1277 85 9,Allocated,Vodafone Ltd (C&W),4+6,25/07/2013,
1277 86 0,Protected,,4+6,,
1277 86 1,Protected,,4+6,,
1277 86 2,Protected,,4+6,,
1277 86 3,Protected,,4+6,,
1277 86 4,Protected,,4+6,,
1277 86 5,Protected,,4+6,,
1277 86 6,Protected,,4+6,,
1277 86 7,Protected,,4+6,,
1277 86 8,Protected,,4+6,,
1277 86 9,Protected,,4+6,,
1277 87,Protected,,4+6,,
1277 88,Allocated,Magrathea Telecommunications Limited,4+6,24/09/2004,
1277 89,Allocated,BT,4+6,15/07/1994,
1277 90 0,Protected,,4+6,,
1277 90 1,Protected,,4+6,,
1277 90 2,Protected,,4+6,,
1277 90 3,Protected,,4+6,,
1277 90 4,Protected,,4+6,,
1277 90 5,Protected,,4+6,,
1277 90 6,Protected,,4+6,,
1277 90 7,Protected,,4+6,,
1277 90 8,Protected,,4+6,,
1277 90 9,Protected,,4+6,,
1277 91 0,Protected,,4+6,,
1277 91 1,Protected,,4+6,,
1277 91 2,Protected,,4+6,,
1277 91 3,Protected,,4+6,,
1277 91 4,Protected,,4+6,,
1277 91 5,Protected,,4+6,,
1277 91 6,Protected,,4+6,,
1277 91 7,Protected,,4+6,,
1277 91 8,Protected,,4+6,,
1277 91 9,Protected,,4+6,,
1277 92 0,Protected,,4+6,,
1277 92 1,Protected,,4+6,,
1277 92 2,Protected,,4+6,,
1277 92 3,Protected,,4+6,,
1277 92 4,Protected,,4+6,,
1277 92 5,Protected,,4+6,,
1277 92 6,Protected,,4+6,,
1277 92 7,Protected,,4+6,,
1277 92 8,Protected,,4+6,,
1277 92 9,Protected,,4+6,,
1277 93 0,Protected,,4+6,,
1277 93 1,Protected,,4+6,,
1277 93 2,Protected,,4+6,,
1277 93 3,Protected,,4+6,,
1277 93 4,Protected,,4+6,,
1277 93 5,Protected,,4+6,,
1277 93 6,Protected,,4+6,,
1277 93 7,Protected,,4+6,,
1277 93 8,Protected,,4+6,,
1277 93 9,Protected,,4+6,,
1277 94 0,Protected,,4+6,,
1277 94 1,Protected,,4+6,,
1277 94 2,Protected,,4+6,,
1277 94 3,Protected,,4+6,,
1277 94 4,Protected,,4+6,,
1277 94 5,Protected,,4+6,,
1277 94 6,Protected,,4+6,,
1277 94 7,Protected,,4+6,,
1277 94 8,Protected,,4+6,,
1277 94 9,Protected,,4+6,,
1277 95 0,Protected,,4+6,,
1277 95 1,Protected,,4+6,,
1277 95 2,Protected,,4+6,,
1277 95 3,Protected,,4+6,,
1277 95 4,Protected,,4+6,,
1277 95 5,Protected,,4+6,,
1277 95 6,Protected,,4+6,,
1277 95 7,Protected,,4+6,,
1277 95 8,Protected,,4+6,,
1277 95 9,Protected,,4+6,,
1277 96 0,Protected,,4+6,,
1277 96 1,Protected,,4+6,,
1277 96 2,Protected,,4+6,,
1277 96 3,Protected,,4+6,,
1277 96 4,Protected,,4+6,,
1277 96 5,Protected,,4+6,,
1277 96 6,Protected,,4+6,,
1277 96 7,Protected,,4+6,,
1277 96 8,Protected,,4+6,,
1277 96 9,Protected,,4+6,,
1277 97 0,Protected,,4+6,,
1277 97 1,Protected,,4+6,,
1277 97 2,Protected,,4+6,,
1277 97 3,Protected,,4+6,,
1277 97 4,Protected,,4+6,,
1277 97 5,Protected,,4+6,,
1277 97 6,Protected,,4+6,,
1277 97 7,Protected,,4+6,,
1277 97 8,Protected,,4+6,,
1277 97 9,Protected,,4+6,,
1277 98 0,Protected,,4+6,,
1277 98 1,Protected,,4+6,,
1277 98 2,Protected,,4+6,,
1277 98 3,Protected,,4+6,,
1277 98 4,Protected,,4+6,,
1277 98 5,Protected,,4+6,,
1277 98 6,Protected,,4+6,,
1277 98 7,Protected,,4+6,,
1277 98 8,Protected,,4+6,,
1277 98 9,Protected,,4+6,,
1277 99,Protected,,4+6,,
1278 00,Protected,,(0)+10,,
1278 01,Protected,,(0)+10,,
1278 02,Protected,,(0)+10,,
1278 03,Protected,,(0)+10,,
1278 04,Protected,,(0)+10,,
1278 05,Protected,,(0)+10,,
1278 06,Protected,,(0)+10,,
1278 07,Protected,,(0)+10,,
1278 08,Protected,,(0)+10,,
1278 09,Protected,,(0)+10,,
1278 10,Protected,,(0)+10,,
1278 11,Protected,,(0)+10,,
1278 12,Protected,,(0)+10,,
1278 13,Protected,,(0)+10,,
1278 14,Protected,,(0)+10,,
1278 15,Protected,,(0)+10,,
1278 16,Protected,,(0)+10,,
1278 17,Protected,,(0)+10,,
1278 18,Protected,,(0)+10,,
1278 19,Protected,,(0)+10,,
1278 20,Allocated,TelNG Limited,4+6,26/02/2007,
1278 21,Allocated,Localphone Limited,4+6,24/04/2007,
1278 22 0,Allocated,Entanet International Ltd,4+6,14/12/2007,
1278 22 1,Protected,,4+6,,
1278 22 2,Protected,,4+6,,
1278 22 3,Allocated,Digital Space Group Limited,4+6,15/03/2016,
1278 22 4,Allocated,Digital Space Group Limited,4+6,30/11/2007,
1278 22 5,Allocated,Commi Holdings Limited,4+6,21/11/2016,
1278 22 6,Allocated,Voxbone SA,4+6,17/12/2007,
1278 22 7,Allocated,Net-Work Internet Ltd,4+6,28/01/2008,
1278 22 8,Allocated,Voiceflex Limited,4+6,27/07/2007,
1278 22 9,Allocated,TalkTalk Communications Limited,4+6,13/02/2013,
1278 23 0,Allocated,(AQ) LIMITED,4+6,19/10/2011,
1278 23 1,Allocated,IPV6 Limited,4+6,29/01/2009,
1278 23 2,Allocated,Nodemax Limited,4+6,08/07/2008,
1278 23 3,Allocated,VoIP-Un Limited,4+6,26/10/2007,
1278 23 4,Allocated,Solutios Limited,4+6,03/09/2008,
1278 23 5,Protected,,4+6,,
1278 23 6,Allocated,Telecom2 Limited,4+6,10/09/2009,
1278 23 7,Protected,,4+6,,
1278 23 8,Allocated,TalkTalk Communications Limited,4+6,07/08/2007,
1278 23 9,Allocated,Nationwide Telephone Assistance Ltd,4+6,01/10/2007,
1278 24 0,Allocated,Mars Communications Limited,4+6,03/02/2009,
1278 24 1,Allocated,TalkTalk Communications Limited,4+6,26/03/2015,
1278 24 2,Allocated,Barritel Limited,4+6,08/10/2008,
1278 24 3,Allocated,Telecoms World Limited,4+6,12/03/2009,
1278 24 4,Allocated,Andrews & Arnold (Numbers) Ltd,4+6,02/03/2009,
1278 24 5,Allocated,Invade International Ltd,4+6,12/01/2016,
1278 24 6,Allocated,Vectone Mobile Limited,4+6,29/06/2009,
1278 24 7,Allocated,Inet Telecoms Ltd (Voipfone),4+6,27/02/2009,
1278 24 8,Allocated,CFL Communications Ltd,4+6,08/07/2009,
1278 24 9,Allocated,TeleWare Group Limited,4+6,20/08/2009,
1278 25 0,Protected,,4+6,,
1278 25 1,Allocated,Nexus Telecommunications Limited,4+6,25/09/2009,
1278 25 2,Allocated,Verizon UK Limited,4+6,06/11/2009,
1278 25 3,Protected,,4+6,,
1278 25 4,Allocated,Nuso Cloud UK Limited,4+6,18/01/2010,
1278 25 5,Protected,,4+6,,
1278 25 6,Allocated,TalkTalk Communications Limited,4+6,16/02/2010,
1278 25 7,Allocated,Atomstream Limited,4+6,25/02/2010,
1278 25 8,Allocated,Buzz Networks Limited,4+6,01/03/2010,
1278 25 9,Protected,,4+6,,
1278 26 0,Allocated,Digitech Solutions Global Limited,4+6,28/04/2010,
1278 26 1,Allocated,Barritel Limited,4+6,23/12/2022,
1278 26 2,Allocated,Windsor Telecom Limited,4+6,20/07/2010,
1278 26 3,Allocated,VoiceHost Limited,4+6,27/08/2010,
1278 26 4,Allocated,Phone Co-Op Numbering Limited,4+6,16/12/2010,
1278 26 5,Allocated,Numbergroup Utilities Ltd,4+6,18/11/2010,
1278 26 6,Allocated,Suretec Systems Ltd,4+6,04/05/2010,
1278 26 7,Protected,,4+6,,
1278 26 8,Protected,,4+6,,
1278 26 9,Allocated,Invosys Limited,4+6,09/07/2012,
1278 27 0,Allocated,INTELLIGENT EXCHANGES LIMITED,4+6,26/01/2026,
1278 27 1,Allocated,Hello Telecom (UK) Limited,4+6,01/06/2011,
1278 27 2,Allocated,Orbtalk Limited,4+6,13/09/2011,
1278 27 3,Allocated,Internexus Networks Limited,4+6,21/11/2011,
1278 27 4,Allocated,Minotaur Telecom Limited,4+6,07/02/2013,
1278 27 5,Protected,,4+6,,
1278 27 6,Allocated,Invoco Ltd,4+6,20/09/2011,
1278 27 7,Protected,,4+6,,
1278 27 8,Allocated,Nexbridge Communications Limited,4+6,06/03/2012,
1278 27 9,Allocated,Bicom Systems EURL,4+6,01/03/2012,
