NMS Number Block: Number Block,Block Status,CP Name,Geographic Number Length,Allocation Date,Notes
1666 31 4,Allocated,Internexus Networks Limited,4+6,22/11/2011,
1666 31 5,Allocated,Minotaur Telecom Limited,4+6,04/02/2013,
1666 31 6,Protected,,4+6,,
1666 31 7,Allocated,Inet Telecoms Ltd (Voipfone),4+6,17/10/2011,
1666 31 8,Allocated,Hello Telecom (UK) Limited,4+6,17/11/2011,
1666 31 9,Allocated,Orbtalk Limited,4+6,23/02/2012,
1666 32,Protected,,4+6,,
1666 33,Allocated,Gamma Telecom Holdings Limited,4+6,04/05/2005,
1666 34 0,Protected,,4+6,,
1666 34 1,Protected,,4+6,,
1666 34 2,Protected,,4+6,,
1666 34 3,Protected,,4+6,,
1666 34 4,Allocated,Six Degrees Technology Group Limited,4+6,15/01/2020,
1666 34 5,Protected,,4+6,,
1666 34 6,Protected,,4+6,,
1666 34 7,Protected,,4+6,,
1666 34 8,Protected,,4+6,,
1666 34 9,Protected,,4+6,,
1666 35 0,Protected,,4+6,,
1666 35 1,Protected,,4+6,,
1666 35 2,Protected,,4+6,,
1666 35 3,Protected,,4+6,,
1666 35 4,Protected,,4+6,,
1666 35 5,Protected,,4+6,,
1666 35 6,Protected,,4+6,,
1666 35 7,Protected,,4+6,,
1666 35 8,Protected,,4+6,,
1666 35 9,Protected,,4+6,,
1666 36,Allocated,IV Response Limited,4+6,25/07/2005,
1666 37 0,Protected,,4+6,,
1666 37 1,Protected,,4+6,,
1666 37 2,Protected,,4+6,,
1666 37 3,Protected,,4+6,,
1666 37 4,Protected,,4+6,,
1666 37 5,Protected,,4+6,,
1666 37 6,Protected,,4+6,,
1666 37 7,Allocated,Spitfire Network Services Limited,4+6,11/11/2011,
1666 37 8,Protected,,4+6,,
1666 37 9,Protected,,4+6,,
1666 38,Protected,,4+6,,
1666 39,Allocated,TTNC Limited,4+6,12/11/2013,
1666 40,Allocated,Redcentric Solutions Limited,4+6,05/06/2015,
1666 41 0,Protected,,4+6,,
1666 41 1,Protected,,4+6,,
1666 41 2,Protected,,4+6,,
1666 41 3,Protected,,4+6,,
1666 41 4,Protected,,4+6,,
1666 41 5,Protected,,4+6,,
1666 41 6,Protected,,4+6,,
1666 41 7,Allocated,Digital Space Group Limited,4+6,15/03/2016,
1666 41 8,Protected,,4+6,,
1666 41 9,Protected,,4+6,,
1666 42,Allocated,Telecom2 Limited,4+6,11/09/2009,
1666 43,Allocated,Digital Space Group Limited,4+6,16/05/2008,
1666 44,Allocated,Net-Work Internet Ltd,4+6,28/05/2008,
1666 45 0,Allocated,Voxbone SA,4+6,09/12/2011,
1666 45 1,Protected,,4+6,,
1666 45 2,Protected,,4+6,,
1666 45 3,Protected,,4+6,,
1666 45 4,Protected,,4+6,,
1666 45 5,Protected,,4+6,,
1666 45 6,Protected,,4+6,,
1666 45 7,Protected,,4+6,,
1666 45 8,Protected,,4+6,,
1666 45 9,Protected,,4+6,,
1666 46,Allocated,Nodemax Limited,4+6,09/07/2008,
1666 47,Protected,,4+6,,
1666 48,Protected,,4+6,,
1666 49,Allocated,Served Up Limited,4+6,16/10/2008,
1666 50,Allocated,BT,4+6,15/07/1994,
1666 51,Allocated,BT,4+6,15/07/1994,
1666 52 0,Protected,,4+6,,
1666 52 1,Protected,,4+6,,
1666 52 2,Protected,,4+6,,
1666 52 3,Protected,,4+6,,
1666 52 4,Protected,,4+6,,
1666 52 5,Protected,,4+6,,
1666 52 6,Protected,,4+6,,
1666 52 7,Protected,,4+6,,
1666 52 8,Protected,,4+6,,
1666 52 9,Protected,,4+6,,
1666 53,Allocated,Vodafone Ltd (C&W),4+6,09/09/2013,
1666 54,Allocated,GCI Network Solutions Limited,4+6,26/04/2017,
1666 55,Allocated,BT,4+6,14/11/1994,
1666 56 0,Allocated,Vodafone Ltd (C&W),4+6,10/11/2021,
1666 56 1,Allocated,Vodafone Ltd (C&W),4+6,10/11/2021,
1666 56 2,Allocated,Vodafone Ltd (C&W),4+6,10/11/2021,
1666 56 3,Allocated,Vodafone Ltd (C&W),4+6,10/11/2021,
1666 56 4,Allocated,Vodafone Ltd (C&W),4+6,10/11/2021,
1666 56 5,Allocated,Vodafone Ltd (C&W),4+6,10/11/2021,
1666 56 6,Protected,,4+6,,
1666 56 7,Protected,,4+6,,
1666 56 8,Protected,,4+6,,
1666 56 9,Allocated,Vodafone Ltd (C&W),4+6,10/11/2021,
1666 57,Allocated,BT,4+6,15/07/1994,
1666 58,Allocated,Verizon UK Limited,4+6,03/12/2004,
1666 59 0,Protected,,4+6,,
1666 59 1,Protected,,4+6,,
1666 59 2,Protected,,4+6,,
1666 59 3,Protected,,4+6,,
1666 59 4,Protected,,4+6,,
1666 59 5,Protected,,4+6,,
1666 59 6,Protected,,4+6,,
1666 59 7,Protected,,4+6,,
1666 59 8,Protected,,4+6,,
1666 59 9,Protected,,4+6,,
1666 60,Allocated,Solutios Limited,4+6,20/11/2008,
1666 61,Allocated,IPV6 Limited,4+6,13/02/2009,
1666 62,Allocated,Mars Communications Limited,4+6,05/02/2009,
1666 63,Allocated,Telecoms World Direct Limited,4+6,28/04/2009,
1666 64,Allocated,Andrews & Arnold (Numbers) Ltd,4+6,27/03/2009,
1666 65,Allocated,Vectone Mobile Limited,4+6,30/06/2009,
1666 66,Allocated,Invade International Ltd,4+6,21/01/2016,
1666 67,Allocated,CFL Communications Ltd,4+6,14/07/2009,
1666 68,Allocated,Nexus Telecommunications Limited,4+6,11/06/2009,
1666 69,Allocated,Lumen Technologies UK Limited,4+6,14/08/2009,
1666 70,Protected,,4+6,,
1666 71 0,Allocated,Digitech Solutions Global Limited,4+6,27/04/2010,
1666 71 1,Allocated,Calltracks Limited,4+6,31/01/2014,
1666 71 2,Allocated,Atomstream Limited,4+6,14/05/2010,
1666 71 3,Allocated,Telephone Box Limited,4+6,15/12/2010,
1666 71 4,Allocated,VoiceHost Limited,4+6,05/10/2010,
1666 71 5,Allocated,Windsor Telecom Limited,4+6,22/07/2010,
1666 71 6,Allocated,Telappliant Limited,4+6,21/06/2010,
1666 71 7,Allocated,Suretec Systems Ltd,4+6,07/05/2010,
1666 71 8,Allocated,GCI Network Solutions Limited,4+6,22/12/2023,
1666 71 9,Allocated,Simwood eSMS Limited,4+6,03/08/2010,
1666 72 0,Protected,,4+6,,
1666 72 1,Allocated,Phone Co-Op Numbering Limited,4+6,23/12/2010,
1666 72 2,Protected,,4+6,,
1666 72 3,Allocated,Invosys Limited,4+6,17/05/2012,
1666 72 4,Allocated,INTELLIGENT EXCHANGES LIMITED,4+6,26/01/2026,
1666 72 5,Protected,,4+6,,
1666 72 6,Allocated,Bicom Systems EURL,4+6,01/03/2012,
1666 72 7,Allocated,Invoco Ltd,4+6,03/04/2012,
1666 72 8,Allocated,API Telecom Limited,4+6,05/04/2012,
1666 72 9,Allocated,ICC Networks Ltd,4+6,16/04/2012,
1666 73 0,Allocated,Content Guru Limited,4+6,12/10/2012,
1666 73 1,Allocated,Ziron Limited,4+6,31/07/2012,
1666 73 2,Protected,,4+6,,
1666 73 3,Allocated,Media Hawk Ltd,4+6,10/04/2013,
1666 73 4,Allocated,Kalnet4U Ltd,4+6,30/05/2013,
1666 73 5,Allocated,Nuso Cloud UK Limited,4+6,03/07/2013,
1666 73 6,Allocated,IOVOX Limited,4+6,27/03/2014,
1666 73 7,Allocated,Redwood Technologies Ltd,4+6,15/11/2018,
1666 73 8,Allocated,GCI Network Solutions Limited,4+6,22/12/2023,
1666 73 9,Allocated,XoverX Ltd,4+6,30/04/2013,
1666 74 0,Protected,,4+6,,
1666 74 1,Allocated,Dial 9 Communications Limited,4+6,10/12/2019,
1666 74 2,Allocated,Mi Telecom Limited,4+6,03/07/2020,
1666 74 3,Allocated,I.T Communications Limited,4+6,01/02/2016,
1666 74 4,Allocated,YayYay Limited,4+6,24/04/2015,
1666 74 5,Protected,,4+6,,
1666 74 6,Allocated,Colt Technology Services,4+6,20/06/2016,
1666 74 7,Protected,,4+6,,
1666 74 8,Allocated,Virgin Media Limited,4+6,03/03/2017,
1666 74 9,Protected,,4+6,,
1666 75 0,Allocated,Sky UK Limited,4+6,08/09/2020,
1666 75 1,Allocated,Truespeed Communications Ltd,4+6,14/04/2023,
1666 75 2,Free,,4+6,,
1666 75 3,Free,,4+6,,
1666 75 4,Free,,4+6,,
1666 75 5,Allocated,KCOM Group Ltd,4+6,08/09/2022,
1666 75 6,Allocated,Colt Technology Services,4+6,08/03/2022,
1666 75 7,Allocated,VOXYONDER NETWORK SERVICES UK LTD,4+6,10/09/2020,
1666 75 8,Free,,4+6,,
1666 75 9,Free,,4+6,,
1666 76 0,Allocated,Bink Networks Ltd,4+6,11/04/2023,
1666 76 1,Free,,4+6,,
1666 76 2,Free,,4+6,,
1666 76 3,Free,,4+6,,
1666 76 4,Free,,4+6,,
1666 76 5,Protected,,4+6,,
1666 76 6,Protected,,4+6,,
1666 76 7,Protected,,4+6,,
1666 76 8,Protected,,4+6,,
1666 76 9,Protected,,4+6,,
1666 77 0,Protected,,4+6,,
1666 77 1,Protected,,4+6,,
1666 77 2,Protected,,4+6,,
1666 77 3,Protected,,4+6,,
1666 77 4,Protected,,4+6,,
1666 77 5,Protected,,4+6,,
1666 77 6,Protected,,4+6,,
1666 77 7,Protected,,4+6,,
1666 77 8,Protected,,4+6,,
1666 77 9,Protected,,4+6,,
1666 78 0,Protected,,4+6,,
1666 78 1,Protected,,4+6,,
1666 78 2,Protected,,4+6,,
1666 78 3,Protected,,4+6,,
1666 78 4,Protected,,4+6,,
1666 78 5,Protected,,4+6,,
1666 78 6,Protected,,4+6,,
1666 78 7,Protected,,4+6,,
1666 78 8,Protected,,4+6,,
1666 78 9,Protected,,4+6,,
1666 79 0,Protected,,4+6,,
1666 79 1,Protected,,4+6,,
1666 79 2,Protected,,4+6,,
1666 79 3,Protected,,4+6,,
1666 79 4,Protected,,4+6,,
1666 79 5,Protected,,4+6,,
1666 79 6,Protected,,4+6,,
1666 79 7,Protected,,4+6,,
1666 79 8,Protected,,4+6,,
1666 79 9,Protected,,4+6,,
1666 80,Allocated,AQL Wholesale Ltd,4+6,01/11/2004,
1666 81,Allocated,Magrathea Telecommunications Limited,4+6,19/11/2004,
1666 82,Allocated,BT,4+6,15/07/1994,
1666 83,Allocated,BT,4+6,15/07/1994,
1666 84,Allocated,BT,4+6,15/07/1994,
1666 85 0,Allocated,Linear Telecoms Limited,4+6,14/10/2010,
1666 85 1,Protected,,4+6,,
1666 85 2,Protected,,4+6,,
1666 85 3,Protected,,4+6,,
1666 85 4,Protected,,4+6,,
1666 85 5,Protected,,4+6,,
1666 85 6,Protected,,4+6,,
1666 85 7,Protected,,4+6,,
1666 85 8,Protected,,4+6,,
1666 85 9,Protected,,4+6,,
1666 86,Allocated,BT,4+6,15/07/1994,
1666 87,Allocated,Flextel Limited,4+6,23/11/2005,
1666 88,Allocated,BT,4+6,15/07/1994,
1666 89,Allocated,BT,4+6,15/07/1994,
1666 90 0,Protected,,4+6,,
1666 90 1,Protected,,4+6,,
1666 90 2,Protected,,4+6,,
1666 90 3,Protected,,4+6,,
1666 90 4,Protected,,4+6,,
1666 90 5,Protected,,4+6,,
1666 90 6,Protected,,4+6,,
1666 90 7,Protected,,4+6,,
1666 90 8,Protected,,4+6,,
1666 90 9,Protected,,4+6,,
1666 91 0,Protected,,4+6,,
1666 91 1,Protected,,4+6,,
1666 91 2,Protected,,4+6,,
1666 91 3,Protected,,4+6,,
1666 91 4,Protected,,4+6,,
1666 91 5,Protected,,4+6,,
1666 91 6,Protected,,4+6,,
1666 91 7,Protected,,4+6,,
1666 91 8,Protected,,4+6,,
1666 91 9,Protected,,4+6,,
1666 92 0,Protected,,4+6,,
1666 92 1,Protected,,4+6,,
1666 92 2,Protected,,4+6,,
1666 92 3,Protected,,4+6,,
1666 92 4,Protected,,4+6,,
1666 92 5,Protected,,4+6,,
1666 92 6,Protected,,4+6,,
1666 92 7,Protected,,4+6,,
1666 92 8,Protected,,4+6,,
1666 92 9,Protected,,4+6,,
1666 93 0,Protected,,4+6,,
1666 93 1,Protected,,4+6,,
1666 93 2,Protected,,4+6,,
1666 93 3,Protected,,4+6,,
1666 93 4,Protected,,4+6,,
1666 93 5,Protected,,4+6,,
1666 93 6,Protected,,4+6,,
1666 93 7,Protected,,4+6,,
1666 93 8,Protected,,4+6,,
1666 93 9,Protected,,4+6,,
1666 94 0,Protected,,4+6,,
1666 94 1,Protected,,4+6,,
1666 94 2,Protected,,4+6,,
1666 94 3,Protected,,4+6,,
1666 94 4,Protected,,4+6,,
1666 94 5,Protected,,4+6,,
1666 94 6,Protected,,4+6,,
1666 94 7,Protected,,4+6,,
1666 94 8,Protected,,4+6,,
1666 94 9,Protected,,4+6,,
1666 95 0,Protected,,4+6,,
1666 95 1,Protected,,4+6,,
1666 95 2,Protected,,4+6,,
1666 95 3,Protected,,4+6,,
1666 95 4,Protected,,4+6,,
1666 95 5,Protected,,4+6,,
1666 95 6,Protected,,4+6,,
1666 95 7,Protected,,4+6,,
1666 95 8,Protected,,4+6,,
1666 95 9,Protected,,4+6,,
1666 96 0,Protected,,4+6,,
1666 96 1,Protected,,4+6,,
1666 96 2,Protected,,4+6,,
1666 96 3,Protected,,4+6,,
1666 96 4,Protected,,4+6,,
1666 96 5,Protected,,4+6,,
1666 96 6,Protected,,4+6,,
1666 96 7,Protected,,4+6,,
1666 96 8,Protected,,4+6,,
1666 96 9,Protected,,4+6,,
1666 97 0,Protected,,4+6,,
1666 97 1,Protected,,4+6,,
1666 97 2,Protected,,4+6,,
1666 97 3,Protected,,4+6,,
1666 97 4,Protected,,4+6,,
1666 97 5,Protected,,4+6,,
1666 97 6,Protected,,4+6,,
1666 97 7,Protected,,4+6,,
1666 97 8,Protected,,4+6,,
1666 97 9,Protected,,4+6,,
1666 98 0,Protected,,4+6,,
1666 98 1,Protected,,4+6,,
1666 98 2,Protected,,4+6,,
1666 98 3,Protected,,4+6,,
1666 98 4,Protected,,4+6,,
1666 98 5,Protected,,4+6,,
1666 98 6,Protected,,4+6,,
1666 98 7,Protected,,4+6,,
1666 98 8,Protected,,4+6,,
1666 98 9,Protected,,4+6,,
1666 99,Protected,,4+6,,
1667 00,Protected,,(0)+10,,
1667 01,Protected,,(0)+10,,
1667 02,Protected,,(0)+10,,
1667 03,Protected,,(0)+10,,
1667 04,Protected,,(0)+10,,
1667 05,Protected,,(0)+10,,
1667 06,Protected,,(0)+10,,
1667 07,Protected,,(0)+10,,
1667 08,Protected,,(0)+10,,
1667 09,Protected,,(0)+10,,
1667 10,Protected,,(0)+10,,
1667 11,Protected,,(0)+10,,
1667 12,Protected,,(0)+10,,
1667 13,Protected,,(0)+10,,
1667 14,Protected,,(0)+10,,
1667 15,Protected,,(0)+10,,
1667 16,Protected,,(0)+10,,
1667 17,Protected,,(0)+10,,
1667 18,Protected,,(0)+10,,
1667 19,Protected,,(0)+10,,
1667 20,Allocated,TelNG Limited,4+6,28/02/2007,
1667 21,Allocated,Voiceflex Limited,4+6,27/09/2007,
1667 22,Allocated,Barritel Limited,4+6,26/06/2007,
1667 23,Allocated,(AQ) LIMITED,4+6,12/09/2012,
1667 24,Allocated,VoIP-Un Limited,4+6,01/11/2007,
1667 25 0,Protected,,4+6,,
1667 25 1,Protected,,4+6,,
1667 25 2,Protected,,4+6,,
1667 25 3,Protected,,4+6,,
1667 25 4,Protected,,4+6,,
1667 25 5,Protected,,4+6,,
1667 25 6,Protected,,4+6,,
1667 25 7,Protected,,4+6,,
1667 25 8,Allocated,TalkTalk Communications Limited,4+6,20/01/2012,
1667 25 9,Allocated,TalkTalk Communications Limited,4+6,20/01/2012,
1667 26,Allocated,Redcentric Solutions Limited,4+6,05/06/2015,
1667 27,Allocated,Localphone Limited,4+6,10/05/2007,
1667 28,Protected,,4+6,,
1667 29 0,Allocated,Linear Telecoms Limited,4+6,14/10/2010,
1667 29 1,Allocated,Internexus Networks Limited,4+6,22/11/2011,
1667 29 2,Allocated,Inet Telecoms Ltd (Voipfone),4+6,17/10/2011,
1667 29 3,Allocated,Hello Telecom (UK) Limited,4+6,12/12/2011,
1667 29 4,Allocated,Simwood eSMS Limited,4+6,23/02/2012,
1667 29 5,Allocated,Orbtalk Limited,4+6,23/02/2012,
1667 29 6,Allocated,Bicom Systems EURL,4+6,01/03/2012,
1667 29 7,Protected,,4+6,,
1667 29 8,Allocated,API Telecom Limited,4+6,05/04/2012,
1667 29 9,Allocated,Invoco Ltd,4+6,03/04/2012,
1667 30,Allocated,Gamma Telecom Holdings Limited,4+6,24/05/2005,
1667 31,Allocated,Flextel Limited,4+6,23/11/2005,
1667 32,Protected,,4+6,,
1667 33 0,Allocated,DRD Communications Limited,4+6,03/11/2023,
1667 33 1,Protected,,4+6,,
1667 33 2,Protected,,4+6,,
1667 33 3,Protected,,4+6,,
1667 33 4,Protected,,4+6,,
1667 33 5,Protected,,4+6,,
1667 33 6,Protected,,4+6,,
1667 33 7,Protected,,4+6,,
1667 33 8,Protected,,4+6,,
1667 33 9,Protected,,4+6,,
1667 34 0,Allocated,Ziron Limited,4+6,31/07/2012,
1667 34 1,Allocated,Nuso Cloud UK Limited,4+6,03/07/2013,
1667 34 2,Allocated,Kalnet4U Ltd,4+6,30/05/2013,
1667 34 3,Allocated,Content Guru Limited,4+6,12/10/2012,
1667 34 4,Protected,,4+6,,
1667 34 5,Allocated,Minotaur Telecom Limited,4+6,05/02/2013,
1667 34 6,Allocated,M247 UK LIMITED,4+6,21/05/2019,
1667 34 7,Allocated,IOVOX Limited,4+6,04/07/2012,
1667 34 8,Allocated,ICC Networks Ltd,4+6,16/04/2012,
1667 34 9,Allocated,XoverX Ltd,4+6,30/04/2013,
1667 35,Protected,,4+6,,
1667 36,Allocated,TTNC Limited,4+6,14/11/2013,
1667 37 0,Allocated,Invosys Limited,4+6,17/05/2012,
1667 37 1,Allocated,Sky UK Limited,4+6,01/07/2013,
1667 37 2,Allocated,Nexbridge Communications Limited,4+6,09/03/2012,
1667 37 3,Allocated,INTELLIGENT EXCHANGES LIMITED,4+6,26/01/2026,
1667 37 4,Protected,,4+6,,
1667 37 5,Allocated,TalkTalk Communications Limited,4+6,12/02/2013,
1667 37 6,Protected,,4+6,,
1667 37 7,Protected,,4+6,,
1667 37 8,Protected,,4+6,,
1667 37 9,Protected,,4+6,,
1667 38 0,Protected,,4+6,,
1667 38 1,Protected,,4+6,,
1667 38 2,Protected,,4+6,,
1667 38 3,Protected,,4+6,,
1667 38 4,Protected,,4+6,,
1667 38 5,Protected,,4+6,,
1667 38 6,Protected,,4+6,,
1667 38 7,Allocated,Spitfire Network Services Limited,4+6,11/11/2011,
1667 38 8,Protected,,4+6,,
1667 38 9,Protected,,4+6,,
1667 39 0,Allocated,EVE CONNECT LTD,4+6,15/06/2022,
1667 39 1,Protected,,4+6,,
1667 39 2,Protected,,4+6,,
1667 39 3,Protected,,4+6,,
1667 39 4,Protected,,4+6,,
1667 39 5,Protected,,4+6,,
1667 39 6,Protected,,4+6,,
1667 39 7,Protected,,4+6,,
1667 39 8,Protected,,4+6,,
1667 39 9,Protected,,4+6,,
1667 40,Allocated,BT,4+6,15/07/1994,
1667 41,Allocated,Magrathea Telecommunications Limited,4+6,24/09/2004,
1667 42,Allocated,BT,4+6,25/06/1996,
1667 43,Protected,,4+6,,
1667 44,Allocated,Vodafone Ltd (C&W),4+6,09/09/2013,
1667 45,Allocated,BT,4+6,15/07/1994,
1667 46,Allocated,BT,4+6,15/07/1994,
1667 47,Allocated,Vodafone Ltd (C&W),4+6,10/11/2021,
1667 48,Allocated,Nationwide Telephone Assistance Ltd,4+6,12/10/2007,
1667 49,Allocated,BT,4+6,15/07/1994,
1667 50,Allocated,AQL Wholesale Ltd,4+6,21/12/2007,
1667 51,Allocated,Telecom2 Limited,4+6,08/09/2009,
1667 52,Allocated,Digital Space Group Limited,4+6,16/05/2008,
1667 53,Allocated,Nodemax Limited,4+6,09/07/2008,
1667 54 0,Allocated,Voxbone SA,4+6,09/12/2011,
1667 54 1,Protected,,4+6,,
1667 54 2,Protected,,4+6,,
1667 54 3,Protected,,4+6,,
1667 54 4,Protected,,4+6,,
1667 54 5,Protected,,4+6,,
1667 54 6,Protected,,4+6,,
1667 54 7,Protected,,4+6,,
1667 54 8,Protected,,4+6,,
1667 54 9,Protected,,4+6,,
1667 55,Protected,,4+6,,
1667 56,Protected,,4+6,,
1667 57,Allocated,Served Up Limited,4+6,17/10/2008,
1667 58,Allocated,Solutios Limited,4+6,20/11/2008,
1667 59,Allocated,Mars Communications Limited,4+6,05/02/2009,
1667 60,Allocated,Net-Work Internet Ltd,4+6,03/11/2008,
1667 61 0,Protected,,4+6,,
1667 61 1,Protected,,4+6,,
1667 61 2,Protected,,4+6,,
1667 61 3,Protected,,4+6,,
1667 61 4,Protected,,4+6,,
1667 61 5,Protected,,4+6,,
1667 61 6,Protected,,4+6,,
1667 61 7,Allocated,Digital Space Group Limited,4+6,15/03/2016,
1667 61 8,Protected,,4+6,,
1667 61 9,Protected,,4+6,,
1667 62,Allocated,IPV6 Limited,4+6,13/02/2009,
1667 63,Allocated,Vectone Mobile Limited,4+6,01/07/2009,
1667 64,Allocated,CFL Communications Ltd,4+6,14/07/2009,
1667 65,Allocated,Telecoms World Direct Limited,4+6,28/04/2009,
1667 66,Allocated,Andrews & Arnold (Numbers) Ltd,4+6,27/03/2009,
1667 67,Protected,,4+6,,
1667 68,Protected,,4+6,,
1667 69,Allocated,Nexus Telecommunications Limited,4+6,28/09/2009,
1667 70 0,Allocated,Digitech Solutions Global Limited,4+6,27/04/2010,
1667 70 1,Protected,,4+6,,
1667 70 2,Allocated,Atomstream Limited,4+6,14/05/2010,
1667 70 3,Allocated,VoiceHost Limited,4+6,05/10/2010,
1667 70 4,Protected,,4+6,,
1667 70 5,Allocated,Phone Co-Op Numbering Limited,4+6,23/12/2010,
1667 70 6,Allocated,Windsor Telecom Limited,4+6,22/07/2010,
1667 70 7,Allocated,Suretec Systems Ltd,4+6,07/05/2010,
1667 70 8,Allocated,GCI Network Solutions Limited,4+6,20/12/2023,
1667 70 9,Protected,,4+6,,
1667 71 0,Allocated,YayYay Limited,4+6,24/04/2015,
1667 71 1,Allocated,Redwood Technologies Ltd,4+6,15/11/2018,
1667 71 2,Allocated,Adepteo Limited,4+6,06/12/2016,
1667 71 3,Allocated,24 Seven Cloud Communications Ltd,4+6,17/01/2020,
1667 71 4,Allocated,Resilient Limited,4+6,14/05/2014,
1667 71 5,Protected,,4+6,,
1667 71 6,Allocated,Colt Technology Services,4+6,20/06/2016,
1667 71 7,Allocated,Fuse 2 Communications Ltd,4+6,22/01/2024,
1667 71 8,Allocated,VOXYONDER NETWORK SERVICES UK LTD,4+6,10/09/2020,
1667 71 9,Protected,,4+6,,
1667 72 0,Allocated,Zapappi Ltd,4+6,05/01/2018,
1667 72 1,Allocated,TGL Services (UK) Ltd,4+6,02/05/2018,
1667 72 2,Allocated,Number Services Ltd.,4+6,22/11/2018,
1667 72 3,Allocated,Mi Telecom Limited,4+6,03/07/2020,
1667 72 4,Allocated,ICUK Computing Services Limited,4+6,17/06/2020,
1667 72 5,Allocated,Dial 9 Communications Limited,4+6,10/12/2019,
1667 72 6,Allocated,DIDWW Ireland Limited,4+6,21/01/2019,
1667 72 7,Allocated,I.T Communications Limited,4+6,25/04/2017,
1667 72 8,Allocated,Fuse 2 Communications Ltd,4+6,03/07/2017,
1667 72 9,Allocated,IP Voice Networks Ltd,4+6,20/09/2017,
1667 73 0,Free,,4+6,,
1667 73 1,Allocated,Sky UK Limited,4+6,09/01/2025,
1667 73 2,Free,,4+6,,
1667 73 3,Allocated,KCOM Group Ltd,4+6,12/09/2022,
1667 73 4,Free,,4+6,,
1667 73 5,Free,,4+6,,
1667 73 6,Free,,4+6,,
1667 73 7,Allocated,Bink Networks Ltd,4+6,11/04/2023,
1667 73 8,Free,,4+6,,
1667 73 9,Free,,4+6,,
1667 74 0,Protected,,4+6,,
1667 74 1,Protected,,4+6,,
1667 74 2,Protected,,4+6,,
1667 74 3,Protected,,4+6,,
1667 74 4,Protected,,4+6,,
1667 74 5,Protected,,4+6,,
1667 74 6,Protected,,4+6,,
1667 74 7,Protected,,4+6,,
1667 74 8,Protected,,4+6,,
1667 74 9,Protected,,4+6,,
1667 75 0,Protected,,4+6,,
1667 75 1,Protected,,4+6,,
1667 75 2,Protected,,4+6,,
1667 75 3,Protected,,4+6,,
1667 75 4,Protected,,4+6,,
1667 75 5,Protected,,4+6,,
1667 75 6,Protected,,4+6,,
1667 75 7,Protected,,4+6,,
1667 75 8,Protected,,4+6,,
1667 75 9,Protected,,4+6,,
1667 76 0,Protected,,4+6,,
1667 76 1,Protected,,4+6,,
1667 76 2,Protected,,4+6,,
1667 76 3,Protected,,4+6,,
1667 76 4,Protected,,4+6,,
1667 76 5,Protected,,4+6,,
1667 76 6,Protected,,4+6,,
1667 76 7,Protected,,4+6,,
1667 76 8,Protected,,4+6,,
1667 76 9,Protected,,4+6,,
1667 77 0,Protected,,4+6,,
1667 77 1,Protected,,4+6,,
1667 77 2,Protected,,4+6,,
1667 77 3,Protected,,4+6,,
1667 77 4,Protected,,4+6,,
1667 77 5,Protected,,4+6,,
1667 77 6,Protected,,4+6,,
1667 77 7,Protected,,4+6,,
1667 77 8,Protected,,4+6,,
1667 77 9,Protected,,4+6,,
1667 78 0,Protected,,4+6,,
1667 78 1,Protected,,4+6,,
1667 78 2,Protected,,4+6,,
1667 78 3,Protected,,4+6,,
1667 78 4,Protected,,4+6,,
1667 78 5,Protected,,4+6,,
1667 78 6,Protected,,4+6,,
1667 78 7,Protected,,4+6,,
1667 78 8,Protected,,4+6,,
1667 78 9,Protected,,4+6,,
1667 79 0,Protected,,4+6,,
1667 79 1,Protected,,4+6,,
1667 79 2,Protected,,4+6,,
1667 79 3,Protected,,4+6,,
1667 79 4,Protected,,4+6,,
1667 79 5,Protected,,4+6,,
1667 79 6,Protected,,4+6,,
1667 79 7,Protected,,4+6,,
1667 79 8,Protected,,4+6,,
1667 79 9,Protected,,4+6,,
1667 80 0,Protected,,4+6,,
1667 80 1,Protected,,4+6,,
1667 80 2,Protected,,4+6,,
1667 80 3,Protected,,4+6,,
1667 80 4,Protected,,4+6,,
1667 80 5,Protected,,4+6,,
1667 80 6,Protected,,4+6,,
1667 80 7,Protected,,4+6,,
1667 80 8,Protected,,4+6,,
1667 80 9,Protected,,4+6,,
1667 81 0,Protected,,4+6,,
1667 81 1,Protected,,4+6,,
1667 81 2,Protected,,4+6,,
1667 81 3,Protected,,4+6,,
1667 81 4,Protected,,4+6,,
1667 81 5,Protected,,4+6,,
1667 81 6,Protected,,4+6,,
1667 81 7,Protected,,4+6,,
1667 81 8,Protected,,4+6,,
1667 81 9,Protected,,4+6,,
1667 82 0,Protected,,4+6,,
1667 82 1,Protected,,4+6,,
1667 82 2,Protected,,4+6,,
1667 82 3,Protected,,4+6,,
1667 82 4,Protected,,4+6,,
1667 82 5,Protected,,4+6,,
1667 82 6,Protected,,4+6,,
1667 82 7,Protected,,4+6,,
1667 82 8,Protected,,4+6,,
1667 82 9,Protected,,4+6,,
1667 83 0,Protected,,4+6,,
1667 83 1,Protected,,4+6,,
1667 83 2,Protected,,4+6,,
1667 83 3,Protected,,4+6,,
1667 83 4,Protected,,4+6,,
1667 83 5,Protected,,4+6,,
1667 83 6,Protected,,4+6,,
1667 83 7,Protected,,4+6,,
1667 83 8,Protected,,4+6,,
1667 83 9,Protected,,4+6,,
1667 84 0,Protected,,4+6,,
1667 84 1,Protected,,4+6,,
1667 84 2,Protected,,4+6,,
1667 84 3,Protected,,4+6,,
1667 84 4,Protected,,4+6,,
