NMS Number Block: Number Block,Block Status,CP Name,Non Geo Number Length,Allocation Date,Notes
3445 03,Protected,,10 digit numbers,,
3445 04,Allocated,Core Telecom Limited,10 digit numbers,25/11/2011,
3445 05,Protected,,10 digit numbers,,
3445 06,Protected,,10 digit numbers,,
3445 07,Allocated,Vodafone Ltd (C&W),10 digit numbers,08/05/2014,
3445 08,Protected,,10 digit numbers,,
3445 09,Allocated,Vodafone Ltd (C&W),10 digit numbers,08/05/2014,
3445 10,Protected,,10 digit numbers,,
3445 11,Allocated,Syntec Limited,10 digit numbers,19/06/2007,
3445 12,Allocated,TTNC Limited,10 digit numbers,20/04/2015,
3445 13,Protected,,10 digit numbers,,
3445 14,Protected,,10 digit numbers,,
3445 15,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3445 16,Protected,,10 digit numbers,,
3445 17,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3445 18,Protected,,10 digit numbers,,
3445 19,Protected,,10 digit numbers,,
3445 20,Allocated,Virgin Media Limited,10 digit numbers,28/03/2012,
3445 21,Protected,,10 digit numbers,,
3445 22,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3445 23,Protected,,10 digit numbers,,
3445 24,Protected,,10 digit numbers,,
3445 25,Protected,,10 digit numbers,,
3445 26,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3445 27,Quarantined,,10 digit numbers,,
3445 28,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3445 29,Protected,,10 digit numbers,,
3445 30,Quarantined,,10 digit numbers,,
3445 31,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3445 32,Protected,,10 digit numbers,,
3445 33,Protected,,10 digit numbers,,
3445 34,Protected,,10 digit numbers,,
3445 35,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3445 36,Protected,,10 digit numbers,,
3445 37,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3445 38,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3445 39,Allocated,Calltracks Limited,10 digit numbers,14/05/2014,
3445 40,Protected,,10 digit numbers,,
3445 41,Protected,,10 digit numbers,,
3445 42,Allocated,Vodafone Ltd (C&W),10 digit numbers,08/05/2014,
3445 43,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3445 44,Allocated,TelXL Limited,10 digit numbers,03/04/2014,
3445 45,Allocated,Swiftnet Ltd,10 digit numbers,04/09/2007,
3445 46,Allocated,Lumen Technologies UK Limited,10 digit numbers,10/04/2007,
3445 47,Protected,,10 digit numbers,,
3445 48,Protected,,10 digit numbers,,
3445 49,Allocated,Vodafone Ltd (C&W),10 digit numbers,08/05/2014,
3445 50,Protected,,10 digit numbers,,
3445 51,Allocated,Citrus Telecommunications Ltd,10 digit numbers,28/10/2016,
3445 52,Allocated,TalkTalk Communications Limited,10 digit numbers,28/04/2014,
3445 53,Allocated,Redcentric Solutions Limited,10 digit numbers,26/05/2016,
3445 54,Protected,,10 digit numbers,,
3445 55,Protected,,10 digit numbers,,
3445 56,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013,
3445 57,Allocated,Call Stream Limited,10 digit numbers,30/06/2014,
3445 58,Allocated,Calltracks Limited,10 digit numbers,14/05/2014,
3445 59,Protected,,10 digit numbers,,
3445 60,Allocated,Babble Cloud (SUI) Limited,10 digit numbers,15/09/2014,
3445 61,Allocated,BT,10 digit numbers,01/07/2008,
3445 62,Protected,,10 digit numbers,,
3445 63,Allocated,Pulsant (Scotland) Limited,10 digit numbers,28/07/2015,
3445 64,Protected,,10 digit numbers,,
3445 65,Protected,,10 digit numbers,,
3445 66,Protected,,10 digit numbers,,
3445 67,Allocated,Telecoms World Limited,10 digit numbers,05/10/2007,
3445 68,Allocated,Nextec UK Limited,10 digit numbers,02/03/2016,
3445 69,Protected,,10 digit numbers,,
3445 70,Allocated,TalkTalk Communications Limited,10 digit numbers,28/04/2014,
3445 71,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3445 72,Protected,,10 digit numbers,,
3445 73,Allocated,Call Stream Limited,10 digit numbers,30/06/2014,
3445 74,Protected,,10 digit numbers,,
3445 75,Protected,,10 digit numbers,,
3445 76,Allocated,TalkTalk Communications Limited,10 digit numbers,14/07/2008,
3445 77,Allocated,Call Stream Limited,10 digit numbers,30/06/2014,
3445 78,Protected,,10 digit numbers,,
3445 79,Allocated,Vodafone Ltd (C&W),10 digit numbers,01/11/2024,
3445 80,Allocated,Colt Technology Services,10 digit numbers,19/08/2015,
3445 81,Allocated,Colt Technology Services,10 digit numbers,25/04/2007,
3445 82,Free,,10 digit numbers,,
3445 83,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3445 84,Protected,,10 digit numbers,,
3445 85,Allocated,FleXtel Limited,10 digit numbers,10/04/2007,
3445 86,Allocated,FleXtel Limited,10 digit numbers,10/04/2007,
3445 87,Allocated,FleXtel Limited,10 digit numbers,10/04/2007,
3445 88,Allocated,FleXtel Limited,10 digit numbers,10/04/2007,
3445 89,Allocated,FleXtel Limited,10 digit numbers,10/04/2007,
3445 90,Protected,,10 digit numbers,,
3445 91,Protected,,10 digit numbers,,
3445 92,Protected,,10 digit numbers,,
3445 93,Protected,,10 digit numbers,,
3445 94,Allocated,TalkTalk Communications Limited,10 digit numbers,28/04/2014,
3445 95,Protected,,10 digit numbers,,
3445 96,Protected,,10 digit numbers,,
3445 97,Protected,,10 digit numbers,,
3445 98,Allocated,Citrus Telecommunications Ltd,10 digit numbers,28/10/2016,
3445 99,Protected,,10 digit numbers,,
3446 00,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3446 01,Protected,,10 digit numbers,,
3446 02,Protected,,10 digit numbers,,
3446 03,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,18/03/2016,
3446 04,Protected,,10 digit numbers,,
3446 05,Protected,,10 digit numbers,,
3446 06,Allocated,Six Degrees Technology Group Limited,10 digit numbers,08/04/2020,
3446 07,Protected,,10 digit numbers,,
3446 08,Protected,,10 digit numbers,,
3446 09,Allocated,TTNC Limited,10 digit numbers,01/10/2013,
3446 10,Protected,,10 digit numbers,,
3446 11,Allocated,Six Degrees Technology Group Limited,10 digit numbers,08/04/2020,
3446 12,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3446 13,Protected,,10 digit numbers,,
3446 14,Protected,,10 digit numbers,,
3446 15,Protected,,10 digit numbers,,
3446 16,Allocated,TTNC Limited,10 digit numbers,01/10/2013,
3446 17,Protected,,10 digit numbers,,
3446 18,Protected,,10 digit numbers,,
3446 19,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,18/03/2016,
3446 20,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3446 21,Protected,,10 digit numbers,,
3446 22,Allocated,TTNC Limited,10 digit numbers,01/10/2013,
3446 23,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,18/03/2016,
3446 24,Protected,,10 digit numbers,,
3446 25,Allocated,TTNC Limited,10 digit numbers,20/04/2015,
3446 26,Allocated,Six Degrees Technology Group Limited,10 digit numbers,08/04/2020,
3446 27,Protected,,10 digit numbers,,
3446 28,Protected,,10 digit numbers,,
3446 29,Protected,,10 digit numbers,,
3446 30,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3446 31,Protected,,10 digit numbers,,
3446 32,Protected,,10 digit numbers,,
3446 33,Allocated,Six Degrees Technology Group Limited,10 digit numbers,08/04/2020,
3446 34,Protected,,10 digit numbers,,
3446 35,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,18/03/2016,
3446 36,Allocated,TTNC Limited,10 digit numbers,01/10/2013,
3446 37,Protected,,10 digit numbers,,
3446 38,Protected,,10 digit numbers,,
3446 39,Protected,,10 digit numbers,,
3446 40,Protected,,10 digit numbers,,
3446 41,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3446 42,Protected,,10 digit numbers,,
3446 43,Protected,,10 digit numbers,,
3446 44,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3446 45,Allocated,Vodafone Ltd (C&W),10 digit numbers,09/05/2014,
3446 46,Allocated,BT,10 digit numbers,03/06/2010,
3446 47,Allocated,Vodafone Ltd (C&W),10 digit numbers,01/11/2024,
3446 48,Protected,,10 digit numbers,,
3446 49,Allocated,Calltracks Limited,10 digit numbers,14/05/2014,
3446 50,Protected,,10 digit numbers,,
3446 51,Protected,,10 digit numbers,,
3446 52,Protected,,10 digit numbers,,
3446 53,Protected,,10 digit numbers,,
3446 54,Protected,,10 digit numbers,,
3446 55,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3446 56,Allocated,TTNC Limited,10 digit numbers,20/04/2015,
3446 57,Protected,,10 digit numbers,,
3446 58,Protected,,10 digit numbers,,
3446 59,Allocated,Calltracks Limited,10 digit numbers,14/05/2014,
3446 60,Allocated,FleXtel Limited,10 digit numbers,10/04/2007,
3446 61,Protected,,10 digit numbers,,
3446 62,Protected,,10 digit numbers,,
3446 63,Allocated,Admiral Telecom Limited,10 digit numbers,09/11/2007,
3446 64,Allocated,FleXtel Limited,10 digit numbers,10/04/2007,
3446 65,Allocated,FleXtel Limited,10 digit numbers,10/04/2007,
3446 66,Protected,,10 digit numbers,,
3446 67,Protected,,10 digit numbers,,
3446 68,Allocated,TTNC Limited,10 digit numbers,01/10/2013,
3446 69,Protected,,10 digit numbers,,
3446 70,Free,,10 digit numbers,,
3446 71,Protected,,10 digit numbers,,
3446 72,Free,,10 digit numbers,,
3446 73,Protected,,10 digit numbers,,
3446 74,Free,,10 digit numbers,,
3446 75,Protected,,10 digit numbers,,
3446 76,Protected,,10 digit numbers,,
3446 77,Free,,10 digit numbers,,
3446 78,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3446 79,Protected,,10 digit numbers,,
3446 80,Allocated,GCI Network Solutions Limited,10 digit numbers,26/02/2024,
3446 81,Protected,,10 digit numbers,,
3446 82,Allocated,Core Telecom Limited,10 digit numbers,19/02/2014,
3446 83,Protected,,10 digit numbers,,
3446 84,Protected,,10 digit numbers,,
3446 85,Protected,,10 digit numbers,,
3446 86,Allocated,Core Telecom Limited,10 digit numbers,19/02/2014,
3446 87,Protected,,10 digit numbers,,
3446 88,Allocated,Magrathea Telecommunications Limited,10 digit numbers,27/04/2015,
3446 89,Free,,10 digit numbers,,
3446 90,Allocated,24 Seven Communications Limited,10 digit numbers,26/02/2013,
3446 91,Protected,,10 digit numbers,,
3446 92,Allocated,Gamma Telecom Holdings Limited,10 digit numbers,20/06/2012,
3446 93,Allocated,BT,10 digit numbers,03/06/2010,
3446 94,Protected,,10 digit numbers,,
3446 95,Protected,,10 digit numbers,,
3446 96,Protected,,10 digit numbers,,
3446 97,Protected,,10 digit numbers,,
3446 98,Protected,,10 digit numbers,,
3446 99,Protected,,10 digit numbers,,
3447 00,Allocated,GCI Network Solutions Limited,10 digit numbers,20/04/2017,
3447 01,Allocated,TalkTalk Communications Limited,10 digit numbers,14/07/2008,
3447 02,Protected,,10 digit numbers,,
3447 03,Protected,,10 digit numbers,,
3447 04,Allocated,Magrathea Telecommunications Limited,10 digit numbers,27/04/2015,
3447 05,Allocated,TalkTalk Communications Limited,10 digit numbers,14/07/2008,
3447 06,Allocated,TelXL Limited,10 digit numbers,03/04/2014,
3447 07,Protected,,10 digit numbers,,
3447 08,Protected,,10 digit numbers,,
3447 09,Protected,,10 digit numbers,,
3447 10,Protected,,10 digit numbers,,
3447 11,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3447 12,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3447 13,Quarantined,,10 digit numbers,,
3447 14,Protected,,10 digit numbers,,
3447 15,Protected,,10 digit numbers,,
3447 16,Protected,,10 digit numbers,,
3447 17,Protected,,10 digit numbers,,
3447 18,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3447 19,Protected,,10 digit numbers,,
3447 20,Allocated,TalkTalk Communications Limited,10 digit numbers,28/04/2014,
3447 21,Protected,,10 digit numbers,,
3447 22,Protected,,10 digit numbers,,
3447 23,Protected,,10 digit numbers,,
3447 24,Protected,,10 digit numbers,,
3447 25,Allocated,Vodafone Ltd (C&W),10 digit numbers,01/11/2024,
3447 26,Protected,,10 digit numbers,,
3447 27,Protected,,10 digit numbers,,
3447 28,Allocated,BT,10 digit numbers,01/07/2008,
3447 29,Protected,,10 digit numbers,,
3447 30,Protected,,10 digit numbers,,
3447 31,Protected,,10 digit numbers,,
3447 32,Protected,,10 digit numbers,,
3447 33,Protected,,10 digit numbers,,
3447 34,Protected,,10 digit numbers,,
3447 35,Allocated,TalkTalk Communications Limited,10 digit numbers,28/04/2014,
3447 36,Allocated,BT,10 digit numbers,01/07/2008,
3447 37,Protected,,10 digit numbers,,
3447 38,Protected,,10 digit numbers,,
3447 39,Allocated,Core Telecom Limited,10 digit numbers,19/02/2014,
3447 40,Allocated,Barritel Limited,10 digit numbers,10/12/2015,
3447 41,Protected,,10 digit numbers,,
3447 42,Allocated,Vodafone Ltd (C&W),10 digit numbers,01/11/2024,
3447 43,Allocated,Virgin Media Limited,10 digit numbers,28/03/2012,
3447 44,Protected,,10 digit numbers,,
3447 45,Allocated,Commi Holdings Limited,10 digit numbers,17/11/2016,
3447 46,Protected,,10 digit numbers,,
3447 47,Protected,,10 digit numbers,,
3447 48,Allocated,BT,10 digit numbers,01/07/2008,
3447 49,Protected,,10 digit numbers,,
3447 50,Allocated,Virgin Media Limited,10 digit numbers,28/03/2012,
3447 51,Protected,,10 digit numbers,,
3447 52,Protected,,10 digit numbers,,
3447 53,Protected,,10 digit numbers,,
3447 54,Protected,,10 digit numbers,,
3447 55,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013,
3447 56,Protected,,10 digit numbers,,
3447 57,Allocated,24 Seven Communications Limited,10 digit numbers,26/02/2013,
3447 58,Protected,,10 digit numbers,,
3447 59,Protected,,10 digit numbers,,
3447 60,Protected,,10 digit numbers,,
3447 61,Protected,,10 digit numbers,,
3447 62,Protected,,10 digit numbers,,
3447 63,Protected,,10 digit numbers,,
3447 64,Protected,,10 digit numbers,,
3447 65,Protected,,10 digit numbers,,
3447 66,Allocated,Barritec Limited,10 digit numbers,18/12/2015,
3447 67,Quarantined,,10 digit numbers,,
3447 68,Allocated,24 Seven Communications Limited,10 digit numbers,26/02/2013,
3447 69,Protected,,10 digit numbers,,
3447 70,Allocated,TalkTalk Communications Limited,10 digit numbers,14/07/2008,
3447 71,Protected,,10 digit numbers,,
3447 72,Allocated,FleXtel Limited,10 digit numbers,10/04/2007,
3447 73,Protected,,10 digit numbers,,
3447 74,Allocated,Magrathea Telecommunications Limited,10 digit numbers,27/04/2015,
3447 75,Protected,,10 digit numbers,,
3447 76,Allocated,Windsor Telecom Limited,10 digit numbers,13/06/2011,
3447 77,Allocated,Citrus Telecommunications Ltd,10 digit numbers,28/10/2016,
3447 78,Allocated,Resilient PLC,10 digit numbers,14/11/2007,
3447 79,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3447 80,Protected,,10 digit numbers,,
3447 81,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3447 82,Quarantined,,10 digit numbers,,
3447 83,Protected,,10 digit numbers,,
3447 84,Protected,,10 digit numbers,,
3447 85,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3447 86,Protected,,10 digit numbers,,
3447 87,Protected,,10 digit numbers,,
3447 88,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3447 89,Protected,,10 digit numbers,,
3447 90,Protected,,10 digit numbers,,
3447 91,Protected,,10 digit numbers,,
3447 92,Protected,,10 digit numbers,,
3447 93,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3447 94,Protected,,10 digit numbers,,
3447 95,Protected,,10 digit numbers,,
3447 96,Protected,,10 digit numbers,,
3447 97,Protected,,10 digit numbers,,
3447 98,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3447 99,Protected,,10 digit numbers,,
3448 00,Allocated,BT,10 digit numbers,01/07/2008,
3448 01,Allocated,Daisy Communications Ltd,10 digit numbers,30/04/2014,
3448 02,Allocated,FleXtel Limited,10 digit numbers,10/04/2007,
3448 03,Protected,,10 digit numbers,,
3448 04,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013,
3448 05,Protected,,10 digit numbers,,
3448 06,Protected,,10 digit numbers,,
3448 07,Allocated,Daisy Communications Ltd,10 digit numbers,30/04/2014,
3448 08,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013,
3448 09,Allocated,BT,10 digit numbers,01/07/2008,
3448 10,Protected,,10 digit numbers,,
3448 11,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013,
3448 12,Allocated,FleXtel Limited,10 digit numbers,10/04/2007,
3448 13,Protected,,10 digit numbers,,
3448 14,Protected,,10 digit numbers,,
3448 15,Allocated,TalkTalk Communications Limited,10 digit numbers,14/07/2008,
3448 16,Protected,,10 digit numbers,,
3448 17,Protected,,10 digit numbers,,
3448 18,Allocated,TTNC Limited,10 digit numbers,01/10/2013,
3448 19,Protected,,10 digit numbers,,
3448 20,Allocated,4D Interactive Ltd,10 digit numbers,04/06/2007,
3448 21,Protected,,10 digit numbers,,
3448 22,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013,
3448 23,Allocated,Magrathea Telecommunications Limited,10 digit numbers,27/04/2015,
3448 24,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013,
3448 25,Protected,,10 digit numbers,,
3448 26,Allocated,TalkTalk Communications Limited,10 digit numbers,14/07/2008,
3448 27,Free,,10 digit numbers,,
3448 28,Protected,,10 digit numbers,,
3448 29,Allocated,Daisy Communications Ltd,10 digit numbers,30/04/2014,
3448 30,Protected,,10 digit numbers,,
3448 31,Protected,,10 digit numbers,,
3448 32,Allocated,TelXL Limited,10 digit numbers,03/04/2014,
3448 33,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3448 34,Protected,,10 digit numbers,,
3448 35,Allocated,New Call Telecom Limited,10 digit numbers,01/10/2015,
3448 36,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3448 37,Protected,,10 digit numbers,,
3448 38,Allocated,TalkTalk Communications Limited,10 digit numbers,28/04/2014,
3448 39,Protected,,10 digit numbers,,
3448 40,Allocated,Windsor Telecom Limited,10 digit numbers,04/09/2007,
3448 41,Protected,,10 digit numbers,,
3448 42,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3448 43,Free,,10 digit numbers,,
3448 44,Allocated,TalkTalk Communications Limited,10 digit numbers,14/07/2008,
3448 45,Protected,,10 digit numbers,,
3448 46,Allocated,Gamma Telecom Holdings Limited,10 digit numbers,11/11/2008,
3448 47,Allocated,TalkTalk Communications Limited,10 digit numbers,14/07/2008,
3448 48,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3448 49,Allocated,Daisy Communications Ltd,10 digit numbers,30/04/2014,
3448 50,Allocated,Windsor Telecom Limited,10 digit numbers,30/03/2011,
3448 51,Free,,10 digit numbers,,
3448 52,Protected,,10 digit numbers,,
3448 53,Protected,,10 digit numbers,,
3448 54,Allocated,Vodafone Ltd (C&W),10 digit numbers,01/11/2024,
3448 55,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3448 56,Allocated,TalkTalk Communications Limited,10 digit numbers,14/07/2008,
3448 57,Free,,10 digit numbers,,
3448 58,Allocated,Vodafone Ltd (C&W),10 digit numbers,01/11/2024,
3448 59,Allocated,Daisy Communications Ltd,10 digit numbers,30/04/2014,
3448 60,Allocated,TalkTalk Communications Limited,10 digit numbers,28/04/2014,
3448 61,Protected,,10 digit numbers,,
3448 62,Protected,,10 digit numbers,,
3448 63,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3448 64,Protected,,10 digit numbers,,
3448 65,Protected,,10 digit numbers,,
3448 66,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3448 67,Protected,,10 digit numbers,,
3448 68,Protected,,10 digit numbers,,
3448 69,Protected,,10 digit numbers,,
3448 70,Allocated,Vodafone Ltd (C&W),10 digit numbers,09/05/2014,
3448 71,Allocated,Vodafone Ltd (C&W),10 digit numbers,01/11/2024,
3448 72,Free,,10 digit numbers,,
3448 73,Allocated,Vodafone Ltd (C&W),10 digit numbers,01/11/2024,
3448 74,Allocated,Vodafone Ltd (C&W),10 digit numbers,01/11/2024,
3448 75,Allocated,TalkTalk Communications Limited,10 digit numbers,14/07/2008,
3448 76,Protected,,10 digit numbers,,
3448 77,Protected,,10 digit numbers,,
3448 78,Protected,,10 digit numbers,,
3448 79,Allocated,BT,10 digit numbers,01/07/2008,
3448 80,Allocated,Gamma Telecom Holdings Limited,10 digit numbers,11/11/2008,
3448 81,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013,
3448 82,Protected,,10 digit numbers,,
3448 83,Protected,,10 digit numbers,,
3448 84,Allocated,Six Degrees Technology Group Limited,10 digit numbers,08/04/2020,
3448 85,Protected,,10 digit numbers,,
3448 86,Protected,,10 digit numbers,,
3448 87,Allocated,Digital Space Group Limited,10 digit numbers,01/06/2018,
3448 88,Allocated,GCI Network Solutions Limited,10 digit numbers,20/04/2017,
3448 89,Protected,,10 digit numbers,,
3448 90,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3448 91,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013,
3448 92,Allocated,BT,10 digit numbers,01/07/2008,
3448 93,Allocated,Vodafone Ltd (C&W),10 digit numbers,01/11/2024,
3448 94,Allocated,Virgin Media Limited,10 digit numbers,28/03/2012,
3448 95,Protected,,10 digit numbers,,
3448 96,Protected,,10 digit numbers,,
3448 97,Allocated,GCI Network Solutions Limited,10 digit numbers,20/04/2017,
3448 98,Protected,,10 digit numbers,,
3448 99,Protected,,10 digit numbers,,
3449 00,Allocated,4D Interactive Ltd,10 digit numbers,04/06/2007,
3449 01,Protected,,10 digit numbers,,
3449 02,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3449 03,Protected,,10 digit numbers,,
3449 04,Allocated,TalkTalk Communications Limited,10 digit numbers,28/04/2014,
3449 05,Protected,,10 digit numbers,,
3449 06,Protected,,10 digit numbers,,
3449 07,Allocated,TalkTalk Communications Limited,10 digit numbers,14/07/2008,
3449 08,Protected,,10 digit numbers,,
3449 09,Protected,,10 digit numbers,,
3449 10,Allocated,Magrathea Telecommunications Limited,10 digit numbers,19/05/2015,
3449 11,Protected,,10 digit numbers,,
3449 12,Quarantined,,10 digit numbers,,
3449 13,Protected,,10 digit numbers,,
3449 14,Protected,,10 digit numbers,,
3449 15,Protected,,10 digit numbers,,
3449 16,Allocated,24 Seven Communications Limited,10 digit numbers,26/02/2013,
3449 17,Protected,,10 digit numbers,,
3449 18,Protected,,10 digit numbers,,
3449 19,Protected,,10 digit numbers,,
3449 20,Protected,,10 digit numbers,,
3449 21,Protected,,10 digit numbers,,
3449 22,Allocated,Call Stream Limited,10 digit numbers,30/06/2014,
3449 23,Protected,,10 digit numbers,,
3449 24,Protected,,10 digit numbers,,
3449 25,Protected,,10 digit numbers,,
3449 26,Protected,,10 digit numbers,,
3449 27,Allocated,24 Seven Communications Limited,10 digit numbers,26/02/2013,
3449 28,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3449 29,Protected,,10 digit numbers,,
3449 30,Protected,,10 digit numbers,,
3449 31,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3449 32,Protected,,10 digit numbers,,
3449 33,Allocated,Magrathea Telecommunications Limited,10 digit numbers,19/05/2015,
3449 34,Protected,,10 digit numbers,,
3449 35,Protected,,10 digit numbers,,
3449 36,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3449 37,Protected,,10 digit numbers,,
3449 38,Protected,,10 digit numbers,,
3449 39,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3449 40,Allocated,TTNC Limited,10 digit numbers,20/04/2015,
3449 41,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3449 42,Protected,,10 digit numbers,,
3449 43,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3449 44,Allocated,4D Interactive Ltd,10 digit numbers,04/06/2007,
3449 45,Protected,,10 digit numbers,,
3449 46,Protected,,10 digit numbers,,
3449 47,Allocated,Calltracks Limited,10 digit numbers,14/05/2014,
3449 48,Protected,,10 digit numbers,,
3449 49,Protected,,10 digit numbers,,
3449 50,Protected,,10 digit numbers,,
3449 51,Protected,,10 digit numbers,,
3449 52,Free,,10 digit numbers,,
3449 53,Protected,,10 digit numbers,,
3449 54,Free,,10 digit numbers,,
3449 55,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3449 56,Protected,,10 digit numbers,,
3449 57,Allocated,Barritel Limited,10 digit numbers,06/12/2010,
3449 58,Protected,,10 digit numbers,,
3449 59,Protected,,10 digit numbers,,
3449 60,Protected,,10 digit numbers,,
3449 61,Protected,,10 digit numbers,,
3449 62,Protected,,10 digit numbers,,
3449 63,Allocated,Nexus Telecommunications Limited,10 digit numbers,11/12/2013,
3449 64,Protected,,10 digit numbers,,
3449 65,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3449 66,Protected,,10 digit numbers,,
3449 67,Allocated,Gamma Telecom Holdings Limited,10 digit numbers,11/11/2008,
3449 68,Protected,,10 digit numbers,,
3449 69,Protected,,10 digit numbers,,
3449 70,Protected,,10 digit numbers,,
3449 71,Protected,,10 digit numbers,,
3449 72,Protected,,10 digit numbers,,
3449 73,Protected,,10 digit numbers,,
3449 74,Protected,,10 digit numbers,,
3449 75,Allocated,Citrus Telecommunications Ltd,10 digit numbers,28/10/2016,
3449 76,Allocated,TalkTalk Communications Limited,10 digit numbers,28/04/2014,
3449 77,Allocated,Call Stream Limited,10 digit numbers,30/06/2014,
3449 78,Protected,,10 digit numbers,,
3449 79,Allocated,Magrathea Telecommunications Limited,10 digit numbers,19/05/2015,
3449 80,Allocated,TalkTalk Communications Limited,10 digit numbers,14/07/2008,
3449 81,Protected,,10 digit numbers,,
3449 82,Protected,,10 digit numbers,,
3449 83,Protected,,10 digit numbers,,
3449 84,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3449 85,Protected,,10 digit numbers,,
3449 86,Allocated,Magrathea Telecommunications Limited,10 digit numbers,19/05/2015,
3449 87,Allocated,GCI Network Solutions Limited,10 digit numbers,03/05/2017,
3449 88,Protected,,10 digit numbers,,
3449 89,Allocated,TelXL Limited,10 digit numbers,03/04/2014,
3449 90,Protected,,10 digit numbers,,
3449 91,Allocated,Invade International Ltd,10 digit numbers,13/01/2016,
3449 92,Protected,,10 digit numbers,,
3449 93,Allocated,Nuso Cloud UK Limited,10 digit numbers,03/06/2014,
3449 94,Allocated,Verizon UK Limited,10 digit numbers,24/04/2007,
3449 95,Protected,,10 digit numbers,,
3449 96,Protected,,10 digit numbers,,
3449 97,Allocated,Telecoms World Direct Limited,10 digit numbers,20/11/2008,
3449 98,Allocated,Nuso Cloud UK Limited,10 digit numbers,03/06/2014,
3449 99,Allocated,4D Interactive Ltd,10 digit numbers,04/06/2007,
3450 00,Allocated,Lumen Technologies UK Limited,10 digit numbers,10/04/2007,
3450 01,Allocated,Lumen Technologies UK Limited,10 digit numbers,10/04/2007,
3450 02,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3450 03,Allocated,GCI Network Solutions Limited,10 digit numbers,01/06/2017,
