NMS Number Block: Number Block,Block Status,CP Name,Non Geo Number Length,Allocation Date,Notes
3450 04,Allocated,Magrathea Telecommunications Limited,10 digit numbers,08/11/2007,
3450 05,Protected,,10 digit numbers,,
3450 06,Allocated,Redcentric Solutions Limited,10 digit numbers,26/05/2016,
3450 07,Protected,,10 digit numbers,,
3450 08,Allocated,Verizon UK Limited,10 digit numbers,17/04/2007,
3450 09,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3450 10,Allocated,Lumen Technologies UK Limited,10 digit numbers,10/04/2007,
3450 11,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013,
3450 12,Protected,,10 digit numbers,,
3450 13,Allocated,TalkTalk Communications Limited,10 digit numbers,14/07/2008,
3450 14,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013,
3450 15,Allocated,Lumen Technologies UK Limited,10 digit numbers,10/04/2007,
3450 16,Protected,,10 digit numbers,,
3450 17,Allocated,Vodafone Ltd (C&W),10 digit numbers,01/11/2024,
3450 18,Allocated,Vodafone Ltd (C&W),10 digit numbers,01/11/2024,
3450 19,Allocated,Lumen Technologies UK Limited,10 digit numbers,10/04/2007,
3450 20,Allocated,GCI Network Solutions Limited,10 digit numbers,20/04/2017,
3450 21,Allocated,Alphatalk Limited,10 digit numbers,25/03/2009,
3450 22,Protected,,10 digit numbers,,
3450 23,Allocated,Telefonica UK Limited,10 digit numbers,12/02/2018,
3450 24,Protected,,10 digit numbers,,
3450 25,Allocated,WAVECREST NETWORKS LIMITED,10 digit numbers,17/12/2019,
3450 26,Allocated,Vodafone Ltd (C&W),10 digit numbers,01/11/2024,
3450 27,Protected,,10 digit numbers,,
3450 28,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3450 29,Free,,10 digit numbers,,
3450 30,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3450 31,Allocated,Telecom2 Limited,10 digit numbers,22/10/2009,
3450 32,Allocated,24 Seven Communications Limited,10 digit numbers,04/10/2011,
3450 33,Protected,,10 digit numbers,,
3450 34,Allocated,Gamma Telecom Holdings Limited,10 digit numbers,20/02/2008,
3450 35,Protected,,10 digit numbers,,
3450 36,Allocated,New Call Telecom Limited,10 digit numbers,29/10/2015,
3450 37,Protected,,10 digit numbers,,
3450 38,Protected,,10 digit numbers,,
3450 39,Allocated,Lumen Technologies UK Limited,10 digit numbers,10/04/2007,
3450 40,Allocated,Call Stream Limited,10 digit numbers,16/05/2013,
3450 41,Protected,,10 digit numbers,,
3450 42,Protected,,10 digit numbers,,
3450 43,Protected,,10 digit numbers,,
3450 44,Protected,,10 digit numbers,,
3450 45,Allocated,Virgin Media Limited,10 digit numbers,18/10/2007,
3450 46,Protected,,10 digit numbers,,
3450 47,Protected,,10 digit numbers,,
3450 48,Protected,,10 digit numbers,,
3450 49,Protected,,10 digit numbers,,
3450 50,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3450 51,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3450 52,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3450 53,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3450 54,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3450 55,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3450 56,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3450 57,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3450 58,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3450 59,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3450 60,Allocated,Talk Numbers Ltd,10 digit numbers,08/06/2010,
3450 61,Allocated,Talk Numbers Ltd,10 digit numbers,08/06/2010,
3450 62,Allocated,Talk Numbers Ltd,10 digit numbers,08/06/2010,
3450 63,Allocated,Talk Numbers Ltd,10 digit numbers,08/06/2010,
3450 64,Allocated,Talk Numbers Ltd,10 digit numbers,08/06/2010,
3450 65,Allocated,Talk Numbers Ltd,10 digit numbers,08/06/2010,
3450 66,Allocated,Budget Numbers Limited,10 digit numbers,08/06/2010,
3450 67,Allocated,Budget Numbers Limited,10 digit numbers,08/06/2010,
3450 68,Allocated,Budget Numbers Limited,10 digit numbers,08/06/2010,
3450 69,Allocated,Budget Numbers Limited,10 digit numbers,08/06/2010,
3450 70,Allocated,Vodafone Ltd (C&W),10 digit numbers,01/11/2024,
3450 71,Allocated,Vodafone Ltd (C&W),10 digit numbers,01/11/2024,
3450 72,Allocated,Vodafone Ltd (C&W),10 digit numbers,01/11/2024,
3450 73,Allocated,Vodafone Ltd (C&W),10 digit numbers,01/11/2024,
3450 74,Allocated,Vodafone Ltd (C&W),10 digit numbers,01/11/2024,
3450 75,Allocated,Vodafone Ltd (C&W),10 digit numbers,01/11/2024,
3450 76,Allocated,Vodafone Ltd (C&W),10 digit numbers,01/11/2024,
3450 77,Allocated,Vodafone Ltd (C&W),10 digit numbers,01/11/2024,
3450 78,Allocated,Vodafone Ltd (C&W),10 digit numbers,01/11/2024,
3450 79,Allocated,Vodafone Ltd (C&W),10 digit numbers,01/11/2024,
3450 80,Allocated,Verizon UK Limited,10 digit numbers,17/04/2007,
3450 81,Allocated,Verizon UK Limited,10 digit numbers,17/04/2007,
3450 82,Allocated,Verizon UK Limited,10 digit numbers,17/04/2007,
3450 83,Allocated,Verizon UK Limited,10 digit numbers,17/04/2007,
3450 84,Allocated,Verizon UK Limited,10 digit numbers,17/04/2007,
3450 85,Allocated,Verizon UK Limited,10 digit numbers,17/04/2007,
3450 86,Allocated,Verizon UK Limited,10 digit numbers,17/04/2007,
3450 87,Allocated,Verizon UK Limited,10 digit numbers,17/04/2007,
3450 88,Allocated,Verizon UK Limited,10 digit numbers,17/04/2007,
3450 89,Allocated,Verizon UK Limited,10 digit numbers,17/04/2007,
3450 90,Allocated,Orange Business Holdings UK Limited,10 digit numbers,26/02/2013,
3450 91,Protected,,10 digit numbers,,
3450 92,Allocated,Syntec Limited,10 digit numbers,19/06/2007,
3450 93,Protected,,10 digit numbers,,
3450 94,Allocated,Nexus Telecommunications Limited,10 digit numbers,12/07/2007,
3450 95,Allocated,Numbergroup Utilities Ltd,10 digit numbers,19/10/2010,
3450 96,Protected,,10 digit numbers,,
3450 97,Protected,,10 digit numbers,,
3450 98,Allocated,Mintaka Limited,10 digit numbers,11/06/2014,
3450 99,Allocated,TalkTalk Communications Limited,10 digit numbers,14/07/2008,
3451 00,Allocated,Verizon UK Limited,10 digit numbers,17/04/2007,
3451 01,Allocated,Verizon UK Limited,10 digit numbers,17/04/2007,
3451 02,Allocated,Verizon UK Limited,10 digit numbers,17/04/2007,
3451 03,Allocated,Verizon UK Limited,10 digit numbers,17/04/2007,
3451 04,Allocated,Verizon UK Limited,10 digit numbers,17/04/2007,
3451 05,Allocated,Verizon UK Limited,10 digit numbers,17/04/2007,
3451 06,Allocated,Verizon UK Limited,10 digit numbers,17/04/2007,
3451 07,Protected,,10 digit numbers,,
3451 08,Allocated,Swiftnet Ltd,10 digit numbers,27/10/2015,
3451 09,Protected,,10 digit numbers,,
3451 10,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3451 11,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3451 12,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3451 13,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3451 14,Protected,,10 digit numbers,,
3451 15,Allocated,Alphatalk Limited,10 digit numbers,30/01/2014,
3451 16,Allocated,Phone Buddy Limited,10 digit numbers,14/04/2014,
3451 17,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3451 18,Allocated,GCI Network Solutions Limited,10 digit numbers,20/04/2017,
3451 19,Allocated,Pulsant (Scotland) Limited,10 digit numbers,28/07/2015,
3451 20,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3451 21,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3451 22,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3451 23,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3451 24,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3451 25,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3451 26,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3451 27,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3451 28,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3451 29,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3451 30,Allocated,TalkTalk Communications Limited,10 digit numbers,14/07/2008,
3451 31,Allocated,Redcentric Solutions Limited,10 digit numbers,26/05/2016,
3451 32,Protected,,10 digit numbers,,
3451 33,Protected,,10 digit numbers,,
3451 34,Protected,,10 digit numbers,,
3451 35,Protected,,10 digit numbers,,
3451 36,Allocated,TalkTalk Communications Limited,10 digit numbers,14/07/2008,
3451 37,Protected,,10 digit numbers,,
3451 38,Protected,,10 digit numbers,,
3451 39,Allocated,Invoco Ltd,10 digit numbers,26/10/2017,
3451 40,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3451 41,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3451 42,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3451 43,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3451 44,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3451 45,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3451 46,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3451 47,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3451 48,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3451 49,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3451 50,Protected,,10 digit numbers,,
3451 51,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3451 52,Protected,,10 digit numbers,,
3451 53,Protected,,10 digit numbers,,
3451 54,Allocated,Magrathea Telecommunications Limited,10 digit numbers,10/02/2012,
3451 55,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3451 56,Protected,,10 digit numbers,,
3451 57,Protected,,10 digit numbers,,
3451 58,Protected,,10 digit numbers,,
3451 59,Protected,,10 digit numbers,,
3451 60,Allocated,Gamma Telecom Holdings Limited,10 digit numbers,24/11/2017,
3451 61,Allocated,BT,10 digit numbers,03/06/2010,
3451 62,Allocated,GCI Network Solutions Limited,10 digit numbers,26/02/2024,
3451 63,Allocated,Core Telecom Limited,10 digit numbers,25/11/2011,
3451 64,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3451 65,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3451 66,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3451 67,Protected,,10 digit numbers,,
3451 68,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3451 69,Protected,,10 digit numbers,,
3451 70,Allocated,Budget Numbers Limited,10 digit numbers,19/01/2009,
3451 71,Protected,,10 digit numbers,,
3451 72,Allocated,TalkTalk Communications Limited,10 digit numbers,28/04/2014,
3451 73,Protected,,10 digit numbers,,
3451 74,Allocated,Telecom2 Limited,10 digit numbers,22/10/2009,
3451 75,Protected,,10 digit numbers,,
3451 76,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,04/01/2008,
3451 77,Allocated,Digital Space Group Limited,10 digit numbers,29/02/2016,
3451 78,Protected,,10 digit numbers,,
3451 79,Allocated,TalkTalk Communications Limited,10 digit numbers,28/04/2014,
3451 80,Allocated,Digital Space Group Limited,10 digit numbers,29/02/2016,
3451 81,Protected,,10 digit numbers,,
3451 82,Protected,,10 digit numbers,,
3451 83,Allocated,Barritel Limited,10 digit numbers,20/07/2022,
3451 84,Allocated,TalkTalk Communications Limited,10 digit numbers,14/07/2008,
3451 85,Protected,,10 digit numbers,,
3451 86,Protected,,10 digit numbers,,
3451 87,Allocated,Gamma Telecom Holdings Limited,10 digit numbers,17/07/2013,
3451 88,Protected,,10 digit numbers,,
3451 89,Allocated,TalkTalk Communications Limited,10 digit numbers,14/07/2008,
3451 90,Allocated,Nexus Telecommunications Limited,10 digit numbers,12/07/2007,
3451 91,Protected,,10 digit numbers,,
3451 92,Protected,,10 digit numbers,,
3451 93,Allocated,Citrus Telecommunications Ltd,10 digit numbers,06/07/2007,
3451 94,Allocated,TalkTalk Communications Limited,10 digit numbers,14/07/2008,
3451 95,Allocated,New Call Telecom Limited,10 digit numbers,29/10/2015,
3451 96,Allocated,Virgin Media Limited,10 digit numbers,18/07/2008,
3451 97,Protected,,10 digit numbers,,
3451 98,Protected,,10 digit numbers,,
3451 99,Allocated,TalkTalk Communications Limited,10 digit numbers,14/07/2008,
3452 00,Allocated,Daisy Communications Ltd,10 digit numbers,13/12/2010,
3452 01,Allocated,Daisy Communications Ltd,10 digit numbers,13/12/2010,
3452 02,Allocated,Daisy Communications Ltd,10 digit numbers,13/12/2010,
3452 03,Allocated,Daisy Communications Ltd,10 digit numbers,13/12/2010,
3452 04,Allocated,Daisy Communications Ltd,10 digit numbers,13/12/2010,
3452 05,Allocated,Daisy Communications Ltd,10 digit numbers,13/12/2010,
3452 06,Allocated,Daisy Communications Ltd,10 digit numbers,13/12/2010,
3452 07,Allocated,Daisy Communications Ltd,10 digit numbers,13/12/2010,
3452 08,Allocated,Daisy Communications Ltd,10 digit numbers,13/12/2010,
3452 09,Allocated,Daisy Communications Ltd,10 digit numbers,13/12/2010,
3452 10,Allocated,Redcentric Solutions Limited,10 digit numbers,26/05/2016,
3452 11,Protected,,10 digit numbers,,
3452 12,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3452 13,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3452 14,Protected,,10 digit numbers,,
3452 15,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/09/2023,
3452 16,Allocated,DRD Communications Limited,10 digit numbers,20/07/2015,
3452 17,Allocated,TalkTalk Communications Limited,10 digit numbers,14/07/2008,
3452 18,Allocated,Call Stream Limited,10 digit numbers,16/05/2013,
3452 19,Allocated,TalkTalk Communications Limited,10 digit numbers,14/07/2008,
3452 20,Allocated,Vodafone Ltd (C&W),10 digit numbers,28/07/2014,
3452 21,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013,
3452 22,Allocated,Planet Telecom Ltd,10 digit numbers,16/07/2013,
3452 23,Allocated,TalkTalk Communications Limited,10 digit numbers,14/07/2008,
3452 24,Allocated,Barritel Limited,10 digit numbers,10/04/2007,
3452 25,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,04/01/2008,
3452 26,Allocated,Nexus Telecommunications Limited,10 digit numbers,12/07/2007,
3452 27,Allocated,Vodafone Ltd (C&W),10 digit numbers,28/07/2014,
3452 28,Protected,,10 digit numbers,,
3452 29,Allocated,Citrus Telecommunications Ltd,10 digit numbers,03/04/2018,
3452 30,Allocated,Windsor Telecom Limited,10 digit numbers,04/09/2007,
3452 31,Allocated,TalkTalk Communications Limited,10 digit numbers,14/07/2008,
3452 32,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013,
3452 33,Protected,,10 digit numbers,,
3452 34,Allocated,Virgin Media Limited,10 digit numbers,18/07/2008,
3452 35,Allocated,Suretec Systems Ltd,10 digit numbers,05/06/2015,
3452 36,Protected,,10 digit numbers,,
3452 37,Protected,,10 digit numbers,,
3452 38,Protected,,10 digit numbers,,
3452 39,Allocated,TalkTalk Communications Limited,10 digit numbers,14/07/2008,
3452 40,Allocated,Vodafone Ltd (C&W),10 digit numbers,01/11/2024,
3452 41,Allocated,Gamma Telecom Holdings Limited,10 digit numbers,20/02/2008,
3452 42,Allocated,CALLABLE LIMITED,10 digit numbers,19/01/2024,
3452 43,Protected,,10 digit numbers,,
3452 44,Protected,,10 digit numbers,,
3452 45,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3452 46,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013,
3452 47,Allocated,Vodafone Ltd (C&W),10 digit numbers,01/11/2024,
3452 48,Protected,,10 digit numbers,,
3452 49,Allocated,TalkTalk Communications Limited,10 digit numbers,14/07/2008,
3452 50,Allocated,TalkTalk Communications Limited,10 digit numbers,13/01/2011,
3452 51,Allocated,Redcentric Solutions Limited,10 digit numbers,26/05/2016,
3452 52,Protected,,10 digit numbers,,
3452 53,Protected,,10 digit numbers,,
3452 54,Protected,,10 digit numbers,,
3452 55,Protected,,10 digit numbers,,
3452 56,Protected,,10 digit numbers,,
3452 57,Allocated,Telecoms World Limited,10 digit numbers,05/10/2007,
3452 58,Allocated,Digital Space Group Limited,10 digit numbers,28/09/2007,
3452 59,Allocated,Commi Holdings Limited,10 digit numbers,17/11/2016,
3452 60,Allocated,Windsor Telecom Limited,10 digit numbers,04/09/2007,
3452 61,Allocated,TalkTalk Communications Limited,10 digit numbers,14/07/2008,
3452 62,Allocated,Spitfire Network Services Limited,10 digit numbers,22/09/2015,
3452 63,Allocated,TalkTalk Communications Limited,10 digit numbers,14/07/2008,
3452 64,Protected,,10 digit numbers,,
3452 65,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3452 66,Allocated,BT,10 digit numbers,10/04/2007,
3452 67,Allocated,TalkTalk Communications Limited,10 digit numbers,14/07/2008,
3452 68,Allocated,BT,10 digit numbers,10/04/2007,
3452 69,Allocated,Barritel Limited,10 digit numbers,17/10/2013,
3452 70,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3452 71,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3452 72,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3452 73,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3452 74,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3452 75,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3452 76,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3452 77,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3452 78,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3452 79,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3452 80,Allocated,Colt Technology Services,10 digit numbers,25/04/2007,
3452 81,Allocated,Colt Technology Services,10 digit numbers,25/04/2007,
3452 82,Allocated,Colt Technology Services,10 digit numbers,25/04/2007,
3452 83,Allocated,Colt Technology Services,10 digit numbers,25/04/2007,
3452 84,Protected,,10 digit numbers,,
3452 85,Protected,,10 digit numbers,,
3452 86,Allocated,API Telecom Limited,10 digit numbers,07/05/2014,
3452 87,Allocated,Magrathea Telecommunications Limited,10 digit numbers,11/10/2010,
3452 88,Allocated,Barritec Limited,10 digit numbers,07/03/2013,
3452 89,Allocated,Business Broadcast Communications Limited,10 digit numbers,05/11/2009,
3452 90,Free,,10 digit numbers,,
3452 91,Allocated,TalkTalk Communications Limited,10 digit numbers,14/07/2008,
3452 92,Protected,,10 digit numbers,,
3452 93,Allocated,TalkTalk Communications Limited,10 digit numbers,14/07/2008,
3452 94,Allocated,Barritel Limited,10 digit numbers,17/10/2013,
3452 95,Allocated,Nexus Telecommunications Limited,10 digit numbers,11/12/2013,
3452 96,Allocated,TalkTalk Communications Limited,10 digit numbers,14/07/2008,
